asm_area_code,customer_code,Year,Month,labor_in_person_days
EASTU,284,2012,6,0
EASTU,284,2012,7,0
EASTU,284,2012,8,0
EASTU,284,2012,9,1
EASTU,284,2012,10,2
EASTU,284,2012,11,0
EASTU,284,2012,12,0
EASTU,284,2013,1,10
EASTU,284,2013,2,11
EASTU,284,2013,3,6
EASTU,284,2013,4,25
EASTU,284,2013,5,26
EASTU,284,2013,6,25
EASTU,284,2013,7,13
EASTU,284,2013,8,7
EASTU,284,2013,9,5
EASTU,284,2013,10,3
EASTU,284,2013,11,5
EASTU,284,2013,12,15
EASTU,522,2011,4,5
EASTU,522,2011,5,3
EASTU,522,2011,6,2
EASTU,522,2011,7,8
EASTU,522,2011,8,4
EASTU,522,2011,9,7
EASTU,522,2011,10,3
EASTU,522,2011,11,7
EASTU,522,2011,12,4
EASTU,522,2012,1,5
EASTU,522,2012,2,11
EASTU,522,2012,3,2
EASTU,522,2012,4,7
EASTU,522,2012,5,2
EASTU,522,2012,6,6
EASTU,522,2012,7,3
EASTU,522,2012,8,4
EASTU,522,2012,9,2
EASTU,522,2012,10,3
EASTU,522,2012,11,2
EASTU,522,2012,12,2
EASTU,522,2013,1,2
EASTU,522,2013,2,19
EASTU,522,2013,3,12
EASTU,522,2013,4,30
EASTU,522,2013,5,23
EASTU,522,2013,6,56
EASTU,522,2013,7,4
EASTU,522,2013,8,11
EASTU,522,2013,9,15
EASTU,522,2013,10,38
EASTU,522,2013,11,84
EASTU,522,2013,12,54
EASTU,774,2011,4,19
EASTU,774,2011,5,23
EASTU,774,2011,6,25
EASTU,774,2011,7,26
EASTU,774,2011,8,23
EASTU,774,2011,9,21
EASTU,774,2011,10,22
EASTU,774,2011,11,22
EASTU,774,2011,12,23
EASTU,774,2012,1,24
EASTU,774,2012,2,8
EASTU,774,2012,4,6
EASTU,774,2012,5,8
EASTU,774,2012,6,5
EASTU,774,2012,7,8
EASTU,774,2012,8,7
EASTU,774,2012,9,9
EASTU,774,2012,10,3
EASTU,774,2012,11,2
EASTU,774,2012,12,1
EASTU,774,2013,1,20
EASTU,774,2013,2,20
EASTU,774,2013,3,21
EASTU,774,2013,4,17
EASTU,774,2013,5,6
EASTU,774,2013,6,8
EASTU,774,2013,7,17
EASTU,774,2013,8,13
EASTU,774,2013,9,15
EASTU,774,2013,10,5
EASTU,774,2013,11,18
EASTU,774,2013,12,15
EASTU,1042,2011,4,10
EASTU,1042,2011,5,5
EASTU,1042,2011,6,5
EASTU,1042,2011,7,5
EASTU,1042,2011,8,8
EASTU,1042,2011,9,3
EASTU,1042,2011,10,4
EASTU,1042,2011,11,5
EASTU,1042,2011,12,32
EASTU,1042,2012,1,34
EASTU,1042,2012,2,22
EASTU,1042,2012,3,2
EASTU,1042,2012,4,21
EASTU,1042,2012,5,11
EASTU,1042,2012,6,11
EASTU,1042,2012,7,12
EASTU,1042,2012,8,14
EASTU,1042,2012,9,13
EASTU,1042,2012,10,10
EASTU,1042,2012,11,5
EASTU,1042,2012,12,18
EASTU,1042,2013,1,0
EASTU,1044,2011,4,2
EASTU,1044,2011,5,0
EASTU,1044,2011,6,0
EASTU,1044,2011,7,3
EASTU,1044,2011,8,0
EASTU,1044,2011,9,0
EASTU,1044,2011,10,0
EASTU,1044,2011,11,3
EASTU,1044,2011,12,1
EASTU,1044,2012,1,1
EASTU,1044,2012,2,0
EASTU,1044,2012,4,0
EASTU,1044,2012,5,1
EASTU,1044,2012,6,0
EASTU,1044,2012,7,0
EASTU,1044,2012,8,0
EASTU,1044,2012,9,1
EASTU,1044,2012,10,0
EASTU,1044,2012,11,0
EASTU,1044,2012,12,1
EASTU,1044,2013,1,9
EASTU,1044,2013,2,6
EASTU,1044,2013,3,4
EASTU,1044,2013,4,18
EASTU,1044,2013,5,23
EASTU,1044,2013,6,19
EASTU,1044,2013,7,16
EASTU,1044,2013,8,22
EASTU,1044,2013,9,21
EASTU,1044,2013,10,22
EASTU,1044,2013,11,23
EASTU,1044,2013,12,25
EASTU,1203,2011,4,1
EASTU,1203,2011,5,1
EASTU,1203,2011,6,3
EASTU,1203,2011,7,0
EASTU,1203,2011,8,0
EASTU,1203,2011,9,2
EASTU,1203,2011,10,1
EASTU,1203,2011,11,2
EASTU,1203,2011,12,12
EASTU,1203,2012,1,3
EASTU,1203,2012,2,1
EASTU,1203,2012,3,0
EASTU,1203,2012,4,1
EASTU,1203,2012,5,2
EASTU,1203,2012,6,0
EASTU,1203,2012,7,0
EASTU,1203,2012,8,4
EASTU,1203,2012,9,0
EASTU,1203,2012,10,0
EASTU,1203,2012,11,0
EASTU,1203,2012,12,2
EASTU,1203,2013,1,2
EASTU,1203,2013,2,1
EASTU,1203,2013,3,0
EASTU,1203,2013,4,52
EASTU,1203,2013,5,29
EASTU,1203,2013,6,39
EASTU,1203,2013,7,0
EASTU,1203,2013,8,12
EASTU,1203,2013,9,5
EASTU,1203,2013,10,4
EASTU,1203,2013,11,31
EASTU,1203,2013,12,31
EASTU,2013,2012,5,5
EASTU,2013,2012,6,0
EASTU,2013,2012,7,0
EASTU,2013,2012,8,0
EASTU,2013,2012,9,0
EASTU,2068,2012,3,0
EASTU,2068,2012,4,2
EASTU,2068,2012,5,0
EASTU,2068,2012,6,2
EASTU,2068,2012,7,0
EASTU,2068,2012,8,1
EASTU,2068,2012,9,1
EASTU,2068,2012,10,2
EASTU,2068,2012,11,0
EASTU,2068,2012,12,1
EASTU,2068,2013,1,10
EASTU,2068,2013,2,17
EASTU,2068,2013,3,7
EASTU,2068,2013,4,19
EASTU,2068,2013,5,15
EASTU,2068,2013,6,14
EASTU,2068,2013,7,22
EASTU,2068,2013,8,22
EASTU,2068,2013,9,20
EASTU,2068,2013,10,20
EASTU,2068,2013,11,19
EASTU,2068,2013,12,19
EASTU,2303,2012,9,4
EASTU,2303,2012,10,0
EASTU,2303,2012,11,1
EASTU,2303,2012,12,0
EASTU,2303,2013,1,4
EASTU,2303,2013,2,13
EASTU,2303,2013,3,13
EASTU,2303,2013,4,23
EASTU,2303,2013,5,25
EASTU,2303,2013,6,21
EASTU,2303,2013,7,24
EASTU,2303,2013,8,26
EASTU,2303,2013,9,18
EASTU,2303,2013,10,23
EASTU,2303,2013,11,19
EASTU,2303,2013,12,23
EASTU,2413,2012,12,1
EASTU,2413,2013,1,7
EASTU,2413,2013,2,15
EASTU,2413,2013,3,16
EASTU,2413,2013,4,17
EASTU,2413,2013,5,16
EASTU,2413,2013,6,16
EASTU,2413,2013,7,12
EASTU,2413,2013,8,14
EASTU,2413,2013,9,18
EASTU,2413,2013,10,9
EASTU,2413,2013,11,16
EASTU,2413,2013,12,16
EASTU,2463,2012,12,4
EASTU,2463,2013,1,49
EASTU,2463,2013,2,22
EASTU,2463,2013,3,10
EASTU,2463,2013,4,33
EASTU,2463,2013,5,9
EASTU,2463,2013,6,19
EASTU,2463,2013,7,22
EASTU,2463,2013,8,25
EASTU,2463,2013,9,13
EASTU,2463,2013,10,23
EASTU,2463,2013,11,42
EASTU,2463,2013,12,37
GUJAN,131,2011,4,2
GUJAN,131,2011,5,2
GUJAN,131,2011,6,0
GUJAN,131,2011,7,1
GUJAN,131,2011,8,1
GUJAN,131,2011,9,1
GUJAN,131,2011,10,1
GUJAN,131,2011,11,0
GUJAN,131,2011,12,0
GUJAN,131,2012,1,0
GUJAN,131,2012,2,2
GUJAN,131,2012,3,0
GUJAN,131,2012,4,0
GUJAN,131,2012,5,0
GUJAN,131,2012,6,1
GUJAN,131,2012,7,0
GUJAN,131,2012,8,0
GUJAN,131,2012,9,2
GUJAN,131,2012,10,1
GUJAN,131,2012,11,0
GUJAN,131,2012,12,0
GUJAN,131,2013,1,1
GUJAN,131,2013,2,3
GUJAN,131,2013,3,20
GUJAN,131,2013,4,17
GUJAN,131,2013,5,20
GUJAN,131,2013,6,18
GUJAN,131,2013,7,12
GUJAN,131,2013,8,19
GUJAN,131,2013,9,18
GUJAN,131,2013,10,14
GUJAN,131,2013,11,23
GUJAN,131,2013,12,24
GUJAN,132,2011,4,10
GUJAN,132,2011,5,8
GUJAN,132,2011,6,11
GUJAN,132,2011,7,3
GUJAN,132,2011,8,6
GUJAN,132,2011,9,8
GUJAN,132,2011,10,7
GUJAN,132,2011,11,8
GUJAN,132,2011,12,9
GUJAN,132,2012,1,5
GUJAN,132,2012,2,6
GUJAN,132,2012,3,4
GUJAN,132,2012,4,3
GUJAN,132,2012,5,3
GUJAN,132,2012,6,8
GUJAN,132,2012,7,1
GUJAN,132,2012,8,4
GUJAN,132,2012,9,5
GUJAN,132,2012,10,3
GUJAN,132,2012,11,7
GUJAN,132,2012,12,10
GUJAN,132,2013,1,19
GUJAN,132,2013,2,42
GUJAN,132,2013,3,43
GUJAN,132,2013,4,43
GUJAN,132,2013,5,48
GUJAN,132,2013,6,41
GUJAN,132,2013,7,25
GUJAN,132,2013,8,47
GUJAN,132,2013,9,49
GUJAN,132,2013,10,40
GUJAN,132,2013,11,44
GUJAN,132,2013,12,47
GUJAN,133,2011,4,25
GUJAN,133,2011,5,9
GUJAN,133,2011,6,12
GUJAN,133,2011,7,12
GUJAN,137,2011,4,10
GUJAN,137,2011,5,5
GUJAN,137,2011,6,11
GUJAN,137,2011,7,3
GUJAN,137,2011,8,9
GUJAN,137,2011,9,5
GUJAN,137,2011,10,2
GUJAN,137,2011,11,7
GUJAN,137,2011,12,11
GUJAN,137,2012,1,4
GUJAN,137,2012,2,4
GUJAN,137,2012,3,12
GUJAN,137,2012,4,9
GUJAN,137,2012,5,4
GUJAN,137,2012,6,2
GUJAN,137,2012,7,1
GUJAN,137,2012,8,6
GUJAN,137,2012,9,2
GUJAN,137,2012,10,1
GUJAN,137,2012,11,3
GUJAN,137,2012,12,2
GUJAN,137,2013,1,0
GUJAN,137,2013,2,3
GUJAN,137,2013,3,0
GUJAN,137,2013,4,2
GUJAN,137,2013,5,0
GUJAN,137,2013,6,0
GUJAN,137,2013,7,13
GUJAN,137,2013,8,7
GUJAN,137,2013,9,22
GUJAN,137,2013,10,5
GUJAN,137,2013,11,20
GUJAN,137,2013,12,40
GUJAN,139,2011,4,24
GUJAN,139,2011,5,20
GUJAN,139,2011,6,12
GUJAN,139,2011,7,10
GUJAN,139,2011,8,0
GUJAN,470,2011,4,7
GUJAN,470,2011,5,8
GUJAN,470,2011,6,2
GUJAN,470,2011,7,2
GUJAN,470,2011,8,7
GUJAN,470,2011,9,7
GUJAN,470,2011,10,5
GUJAN,470,2011,11,8
GUJAN,470,2011,12,4
GUJAN,470,2012,1,8
GUJAN,470,2012,2,4
GUJAN,470,2012,3,10
GUJAN,470,2012,4,6
GUJAN,470,2012,5,2
GUJAN,470,2012,6,5
GUJAN,470,2012,7,3
GUJAN,470,2012,8,3
GUJAN,470,2012,9,5
GUJAN,470,2012,10,4
GUJAN,470,2012,11,3
GUJAN,470,2012,12,3
GUJAN,470,2013,1,3
GUJAN,470,2013,2,4
GUJAN,470,2013,3,0
GUJAN,470,2013,4,7
GUJAN,470,2013,5,5
GUJAN,470,2013,6,14
GUJAN,470,2013,7,14
GUJAN,470,2013,8,8
GUJAN,470,2013,9,41
GUJAN,470,2013,10,32
GUJAN,470,2013,11,33
GUJAN,470,2013,12,27
GUJAN,629,2011,4,17
GUJAN,629,2011,5,13
GUJAN,629,2011,6,7
GUJAN,629,2011,7,6
GUJAN,629,2011,8,9
GUJAN,629,2011,9,7
GUJAN,629,2011,10,7
GUJAN,629,2011,11,9
GUJAN,629,2011,12,18
GUJAN,629,2012,1,9
GUJAN,629,2012,2,13
GUJAN,629,2012,3,17
GUJAN,629,2012,4,18
GUJAN,629,2012,5,11
GUJAN,629,2012,6,12
GUJAN,629,2012,7,8
GUJAN,629,2012,8,4
GUJAN,629,2012,9,10
GUJAN,629,2012,10,5
GUJAN,629,2012,11,9
GUJAN,629,2012,12,5
GUJAN,629,2013,1,2
GUJAN,629,2013,2,3
GUJAN,629,2013,3,5
GUJAN,629,2013,4,47
GUJAN,629,2013,5,28
GUJAN,629,2013,6,27
GUJAN,629,2013,7,79
GUJAN,629,2013,8,86
GUJAN,629,2013,9,84
GUJAN,629,2013,10,76
GUJAN,629,2013,11,90
GUJAN,629,2013,12,92
GUJAN,636,2011,4,31
GUJAN,636,2011,5,31
GUJAN,636,2011,6,17
GUJAN,636,2011,7,26
GUJAN,636,2011,8,19
GUJAN,636,2011,9,24
GUJAN,636,2011,10,20
GUJAN,636,2011,11,30
GUJAN,636,2011,12,52
GUJAN,636,2012,1,41
GUJAN,636,2012,2,27
GUJAN,636,2012,3,35
GUJAN,636,2012,4,28
GUJAN,636,2012,5,18
GUJAN,636,2012,6,20
GUJAN,636,2012,7,19
GUJAN,636,2012,8,15
GUJAN,636,2012,9,30
GUJAN,636,2012,10,12
GUJAN,636,2012,11,6
GUJAN,636,2012,12,18
GUJAN,636,2013,1,18
GUJAN,636,2013,2,20
GUJAN,636,2013,3,32
GUJAN,636,2013,4,52
GUJAN,636,2013,5,21
GUJAN,636,2013,6,31
GUJAN,636,2013,7,20
GUJAN,636,2013,8,14
GUJAN,636,2013,9,21
GUJAN,1101,2011,4,15
GUJAN,1101,2011,5,15
GUJAN,1101,2011,6,10
GUJAN,1101,2011,7,11
GUJAN,1101,2011,8,8
GUJAN,1101,2011,9,2
GUJAN,1101,2011,10,4
GUJAN,1101,2011,11,4
GUJAN,1101,2011,12,10
GUJAN,1101,2012,1,5
GUJAN,1101,2012,2,9
GUJAN,1101,2012,3,2
GUJAN,1101,2012,4,17
GUJAN,1101,2012,5,15
GUJAN,1101,2012,6,3
GUJAN,1101,2012,7,10
GUJAN,1101,2012,8,17
GUJAN,1101,2012,9,9
GUJAN,1101,2012,10,4
GUJAN,1101,2012,11,8
GUJAN,1101,2012,12,7
GUJAN,1101,2013,1,2
GUJAN,1101,2013,2,1
GUJAN,1101,2013,3,0
GUJAN,1101,2013,4,12
GUJAN,1101,2013,5,2
GUJAN,1101,2013,6,1
GUJAN,1101,2013,7,1
GUJAN,1101,2013,8,4
GUJAN,1101,2013,9,5
GUJAN,1101,2013,10,5
GUJAN,1101,2013,11,4
GUJAN,1101,2013,12,4
GUJAN,1268,2011,4,11
GUJAN,1268,2011,5,8
GUJAN,1268,2011,6,10
GUJAN,1268,2011,7,6
GUJAN,1268,2011,8,5
GUJAN,1268,2011,9,2
GUJAN,1268,2011,10,0
GUJAN,1268,2011,11,2
GUJAN,1268,2011,12,9
GUJAN,1268,2012,1,8
GUJAN,1268,2012,2,4
GUJAN,1268,2012,3,7
GUJAN,1268,2012,4,3
GUJAN,1268,2012,5,2
GUJAN,1268,2012,6,3
GUJAN,1268,2012,7,2
GUJAN,1268,2012,8,5
GUJAN,1268,2012,9,4
GUJAN,1268,2012,10,4
GUJAN,1268,2012,11,1
GUJAN,1268,2012,12,2
GUJAN,1268,2013,1,3
GUJAN,1268,2013,2,28
GUJAN,1268,2013,3,42
GUJAN,1268,2013,4,69
GUJAN,1268,2013,5,29
GUJAN,1268,2013,6,14
GUJAN,1268,2013,7,99
GUJAN,1268,2013,8,107
GUJAN,1268,2013,9,67
GUJAN,1268,2013,10,40
GUJAN,1268,2013,11,99
GUJAN,1268,2013,12,129
GUJAN,1302,2011,4,1
GUJAN,1302,2011,5,1
GUJAN,1302,2011,6,1
GUJAN,1302,2011,7,0
GUJAN,1302,2011,8,0
GUJAN,1302,2011,9,2
GUJAN,1302,2011,10,1
GUJAN,1302,2011,11,0
GUJAN,1302,2011,12,1
GUJAN,1302,2012,1,0
GUJAN,1302,2012,2,0
GUJAN,1302,2012,3,6
GUJAN,1302,2012,4,2
GUJAN,1302,2012,5,0
GUJAN,1302,2012,6,1
GUJAN,1302,2012,7,1
GUJAN,1302,2012,8,0
GUJAN,1302,2012,9,1
GUJAN,1302,2012,10,2
GUJAN,1302,2012,11,7
GUJAN,1302,2012,12,5
GUJAN,1302,2013,1,4
GUJAN,1302,2013,2,32
GUJAN,1302,2013,3,59
GUJAN,1302,2013,4,70
GUJAN,1302,2013,5,32
GUJAN,1302,2013,6,37
GUJAN,1302,2013,7,4
GUJAN,1302,2013,8,0
GUJAN,1321,2011,4,7
GUJAN,1321,2011,5,0
GUJAN,1321,2011,6,9
GUJAN,1321,2011,7,7
GUJAN,1321,2011,8,1
GUJAN,1321,2011,9,8
GUJAN,1321,2011,10,2
GUJAN,1321,2011,11,9
GUJAN,1321,2011,12,9
GUJAN,1321,2012,1,14
GUJAN,1321,2012,2,17
GUJAN,1321,2012,3,27
GUJAN,1321,2012,4,17
GUJAN,1321,2012,5,8
GUJAN,1321,2012,6,4
GUJAN,1321,2012,7,3
GUJAN,1321,2012,8,2
GUJAN,1321,2012,9,5
GUJAN,1321,2012,10,0
GUJAN,1321,2012,11,2
GUJAN,1321,2012,12,6
GUJAN,1321,2013,1,6
GUJAN,1321,2013,2,0
GUJAN,1321,2013,3,2
GUJAN,1321,2013,4,3
GUJAN,1321,2013,5,5
GUJAN,1321,2013,6,2
GUJAN,1321,2013,7,1
GUJAN,1321,2013,8,6
GUJAN,1321,2013,9,13
GUJAN,1321,2013,10,22
GUJAN,1321,2013,11,19
GUJAN,1321,2013,12,24
GUJAN,1448,2011,4,18
GUJAN,1448,2011,5,19
GUJAN,1448,2011,6,8
GUJAN,1448,2011,7,5
GUJAN,1448,2011,8,14
GUJAN,1448,2011,9,14
GUJAN,1448,2011,10,9
GUJAN,1448,2011,11,16
GUJAN,1448,2011,12,16
GUJAN,1448,2012,1,23
GUJAN,1448,2012,2,35
GUJAN,1448,2012,3,20
GUJAN,1448,2012,4,16
GUJAN,1448,2012,5,11
GUJAN,1448,2012,6,7
GUJAN,1448,2012,7,4
GUJAN,1448,2012,8,11
GUJAN,1448,2012,9,13
GUJAN,1448,2012,10,8
GUJAN,1448,2012,11,13
GUJAN,1448,2012,12,11
GUJAN,1448,2013,1,12
GUJAN,1448,2013,2,9
GUJAN,1448,2013,3,6
GUJAN,1448,2013,4,26
GUJAN,1448,2013,5,19
GUJAN,1448,2013,6,28
GUJAN,1448,2013,7,0
GUJAN,1574,2011,4,27
GUJAN,1574,2011,5,16
GUJAN,1574,2011,6,14
GUJAN,1574,2011,7,7
GUJAN,1574,2011,8,13
GUJAN,1574,2011,9,9
GUJAN,1574,2011,10,13
GUJAN,1574,2011,11,14
GUJAN,1574,2011,12,15
GUJAN,1574,2012,1,19
GUJAN,1574,2012,2,17
GUJAN,1574,2012,3,16
GUJAN,1574,2012,5,27
GUJAN,1574,2012,6,17
GUJAN,1574,2012,7,4
GUJAN,1574,2012,8,5
GUJAN,1574,2012,9,8
GUJAN,1574,2012,10,3
GUJAN,1574,2012,11,4
GUJAN,1574,2012,12,5
GUJAN,1574,2013,1,2
GUJAN,1574,2013,2,5
GUJAN,1574,2013,3,16
GUJAN,1574,2013,4,52
GUJAN,1574,2013,5,24
GUJAN,1574,2013,6,75
GUJAN,1574,2013,7,13
GUJAN,1574,2013,8,43
GUJAN,1574,2013,9,156
GUJAN,1574,2013,10,90
GUJAN,1574,2013,11,171
GUJAN,1574,2013,12,212
GUJAN,1715,2011,4,0
GUJAN,1715,2011,5,1
GUJAN,1715,2011,6,1
GUJAN,1715,2011,7,0
GUJAN,1715,2011,8,0
GUJAN,1715,2011,9,0
GUJAN,1715,2011,10,0
GUJAN,1715,2011,11,0
GUJAN,1715,2011,12,0
GUJAN,1715,2012,1,0
GUJAN,1715,2012,2,0
GUJAN,1715,2012,3,0
GUJAN,1715,2012,4,0
GUJAN,1715,2012,5,0
GUJAN,1715,2012,6,0
GUJAN,1715,2012,7,2
GUJAN,1715,2012,8,0
GUJAN,1715,2012,9,3
GUJAN,1715,2012,10,1
GUJAN,1715,2012,11,0
GUJAN,1715,2012,12,3
GUJAN,1715,2013,1,7
GUJAN,1715,2013,2,35
GUJAN,1715,2013,3,17
GUJAN,1715,2013,4,13
GUJAN,1715,2013,5,34
GUJAN,1715,2013,6,26
GUJAN,1715,2013,7,18
GUJAN,1715,2013,8,23
GUJAN,1715,2013,9,43
GUJAN,1715,2013,10,25
GUJAN,1715,2013,11,39
GUJAN,1715,2013,12,43
GUJAN,1804,2011,4,37
GUJAN,1804,2011,5,20
GUJAN,1804,2011,6,19
GUJAN,1804,2011,7,20
GUJAN,1804,2011,8,21
GUJAN,1804,2011,9,18
GUJAN,1804,2011,10,20
GUJAN,1804,2011,11,11
GUJAN,1804,2011,12,38
GUJAN,1804,2012,1,31
GUJAN,1804,2012,2,27
GUJAN,1804,2012,3,30
GUJAN,1804,2012,4,28
GUJAN,1804,2012,5,16
GUJAN,1804,2012,6,20
GUJAN,1804,2012,7,14
GUJAN,1804,2012,8,28
GUJAN,1804,2012,9,23
GUJAN,1804,2012,10,19
GUJAN,1804,2012,11,11
GUJAN,1804,2012,12,19
GUJAN,1804,2013,1,70
GUJAN,1804,2013,2,81
GUJAN,1804,2013,3,94
GUJAN,1804,2013,4,152
GUJAN,1804,2013,5,122
GUJAN,1804,2013,6,107
GUJAN,1804,2013,7,103
GUJAN,1804,2013,8,123
GUJAN,1804,2013,9,138
GUJAN,1804,2013,10,100
GUJAN,1804,2013,11,157
GUJAN,1804,2013,12,154
GUJAN,1977,2011,8,4
GUJAN,1977,2011,9,0
GUJAN,1977,2011,10,0
GUJAN,1977,2011,11,0
GUJAN,1977,2011,12,0
GUJAN,1977,2012,1,0
GUJAN,1977,2012,2,0
GUJAN,1977,2012,3,0
GUJAN,1977,2012,4,0
GUJAN,1985,2011,8,36
GUJAN,1985,2011,9,9
GUJAN,1985,2011,10,4
GUJAN,1985,2011,11,5
GUJAN,1985,2011,12,12
GUJAN,1985,2012,1,10
GUJAN,1985,2012,2,7
GUJAN,1985,2012,3,17
GUJAN,1985,2012,4,15
GUJAN,1985,2012,5,7
GUJAN,1985,2012,6,9
GUJAN,1985,2012,7,3
GUJAN,1985,2012,8,4
GUJAN,1985,2012,9,6
GUJAN,1985,2012,10,6
GUJAN,1985,2012,11,2
GUJAN,1985,2012,12,14
GUJAN,1985,2013,1,13
GUJAN,1985,2013,2,9
GUJAN,1985,2013,3,0
GUJAN,2166,2012,4,2
GUJAN,2166,2012,5,2
GUJAN,2166,2012,6,0
GUJAN,2166,2012,7,0
GUJAN,2254,2012,7,7
GUJAN,2254,2012,8,10
GUJAN,2254,2012,9,4
GUJAN,2254,2012,10,1
GUJAN,2254,2012,11,5
GUJAN,2254,2012,12,5
GUJAN,2254,2013,1,16
GUJAN,2254,2013,2,9
GUJAN,2254,2013,3,4
GUJAN,2254,2013,4,11
GUJAN,2254,2013,5,0
GUJAN,2349,2012,10,7
GUJAN,2349,2012,11,5
GUJAN,2349,2012,12,4
GUJAN,2349,2013,1,7
GUJAN,2349,2013,2,20
GUJAN,2349,2013,3,23
GUJAN,2349,2013,4,23
GUJAN,2349,2013,5,22
GUJAN,2349,2013,6,23
GUJAN,2349,2013,7,1
GUJAN,2349,2013,8,0
GUJAN,2349,2013,9,0
GUJAN,2349,2013,10,1
GUJAN,2349,2013,11,0
GUJAN,2349,2013,12,0
GUJAN,2350,2012,10,6
GUJAN,2350,2012,11,1
GUJAN,2350,2012,12,2
GUJAN,2350,2013,1,1
GUJAN,2350,2013,2,2
GUJAN,2350,2013,3,1
GUJAN,2350,2013,4,1
GUJAN,2350,2013,5,0
GUJAN,2350,2013,6,0
GUJAN,2350,2013,7,0
GUJAN,2351,2012,10,10
GUJAN,2351,2012,11,5
GUJAN,2351,2012,12,3
GUJAN,2351,2013,1,12
GUJAN,2351,2013,2,20
GUJAN,2351,2013,3,7
GUJAN,2351,2013,4,14
GUJAN,2351,2013,5,10
GUJAN,2351,2013,6,10
GUJAN,2351,2013,7,13
GUJAN,2351,2013,8,27
GUJAN,2351,2013,9,31
GUJAN,2351,2013,10,19
GUJAN,2351,2013,11,36
GUJAN,2351,2013,12,41
GUJAN,2367,2012,10,6
GUJAN,2367,2012,11,4
GUJAN,2367,2012,12,3
GUJAN,2367,2013,1,0
GUJAN,2367,2013,2,0
GUJAN,2367,2013,3,0
GUJAN,2367,2013,4,0
GUJAN,2367,2013,5,3
GUJAN,2367,2013,6,10
GUJAN,2367,2013,7,0
GUJAN,2367,2013,8,0
GUJAN,2367,2013,9,4
GUJAN,2367,2013,10,2
GUJAN,2367,2013,11,2
GUJAN,2367,2013,12,12
GUJAN,2368,2012,10,7
GUJAN,2368,2012,11,6
GUJAN,2368,2012,12,3
GUJAN,2368,2013,1,11
GUJAN,2368,2013,2,5
GUJAN,2368,2013,3,1
GUJAN,2368,2013,4,0
GUJAN,2390,2012,10,3
GUJAN,2390,2012,11,10
GUJAN,2390,2012,12,10
GUJAN,2390,2013,1,31
GUJAN,2390,2013,2,44
GUJAN,2390,2013,3,32
GUJAN,2390,2013,4,9
GUJAN,2390,2013,5,35
GUJAN,2390,2013,6,46
GUJAN,2390,2013,7,31
GUJAN,2390,2013,8,31
GUJAN,2390,2013,9,42
GUJAN,2390,2013,10,31
GUJAN,2390,2013,11,29
GUJAN,2390,2013,12,41
GUJAN,2554,2013,4,9
GUJAN,2554,2013,5,1
GUJAN,2554,2013,6,0
GUJAN,2581,2013,5,7
GUJAN,2581,2013,6,5
GUJAN,2581,2013,7,0
GUJAN,2581,2013,8,0
GUJAN,2581,2013,9,10
GUJAN,2581,2013,10,8
GUJAN,2581,2013,11,1
GUJAN,2581,2013,12,1
GUJAN,2664,2013,7,5
GUJAN,2664,2013,8,27
GUJAN,2664,2013,9,14
GUJAN,2664,2013,10,9
GUJAN,2664,2013,11,19
GUJAN,2664,2013,12,24
GUJAN,2684,2013,8,8
GUJAN,2684,2013,9,5
GUJAN,2684,2013,10,2
GUJAN,2684,2013,11,1
GUJAN,2684,2013,12,26
GUJAN,2756,2013,10,35
GUJAN,2756,2013,11,97
GUJAN,2756,2013,12,100
GUJAS,135,2011,4,24
GUJAS,135,2011,5,7
GUJAS,135,2011,6,18
GUJAS,135,2011,7,7
GUJAS,135,2011,8,9
GUJAS,135,2011,9,5
GUJAS,135,2011,10,0
GUJAS,135,2011,11,2
GUJAS,135,2011,12,6
GUJAS,135,2012,1,2
GUJAS,135,2012,2,4
GUJAS,135,2012,3,3
GUJAS,135,2012,4,0
GUJAS,135,2012,5,1
GUJAS,135,2012,6,4
GUJAS,135,2012,7,3
GUJAS,135,2012,8,3
GUJAS,135,2012,9,5
GUJAS,135,2012,10,3
GUJAS,135,2012,11,0
GUJAS,135,2012,12,0
GUJAS,135,2013,1,0
GUJAS,135,2013,2,3
GUJAS,135,2013,3,1
GUJAS,135,2013,4,6
GUJAS,135,2013,5,14
GUJAS,135,2013,6,4
GUJAS,135,2013,7,9
GUJAS,135,2013,8,8
GUJAS,138,2011,4,25
GUJAS,138,2011,5,18
GUJAS,138,2011,6,17
GUJAS,138,2011,7,12
GUJAS,138,2011,8,20
GUJAS,138,2011,9,24
GUJAS,138,2011,10,14
GUJAS,138,2011,11,15
GUJAS,138,2011,12,29
GUJAS,138,2012,1,17
GUJAS,138,2012,2,35
GUJAS,138,2012,3,16
GUJAS,138,2012,4,22
GUJAS,138,2012,5,14
GUJAS,138,2012,6,23
GUJAS,138,2012,7,21
GUJAS,138,2012,8,18
GUJAS,138,2012,9,19
GUJAS,138,2012,10,17
GUJAS,138,2012,11,9
GUJAS,138,2012,12,29
GUJAS,138,2013,1,44
GUJAS,138,2013,2,38
GUJAS,138,2013,3,45
GUJAS,138,2013,4,88
GUJAS,138,2013,5,76
GUJAS,138,2013,6,86
GUJAS,138,2013,7,70
GUJAS,138,2013,8,118
GUJAS,138,2013,9,79
GUJAS,138,2013,10,15
GUJAS,138,2013,11,57
GUJAS,138,2013,12,104
GUJAS,289,2011,4,5
GUJAS,289,2011,5,2
GUJAS,289,2011,6,0
GUJAS,289,2011,7,0
