customer_code,asm_area_name,asm_area_code,month,year,sec_netvalue,Bandhan_Net_Val,Wholesale_net_value,OtherPgrm_Net_Val,Non_Wholesale_net_value
2253,Deqhs Metro,DELHM,10,2012,8258558.262,0,1877300.906,0,6381257.356
999,Bengaq North,BENGN,7,2013,804447.83,120313.36,186552.84,0,617894.99
326,Pune North,PUNEN,11,2012,1010424.025,590518.362,799633.295,0,210790.73
2792,Western UP,WESTU,11,2013,99558.17,0,99558.17,0,0
1411,Bshar West,BIHAW,2,2012,2073547.27,315217.6,1932654.64,0,140892.63
252,Hyderabad 2,HYDE2,8,2012,1884383.267,1771508.01,1771508.01,0,112875.257
2105,Koqhata,KOLK,2,2012,2088129.09,205902.38,420068.59,0,1668060.5
1470,Western MP,WESTM,10,2012,1287852.138,633300.104,959686.826,0,328165.312
1000,Vsjaywada,VIJA,1,2012,7305695.781,0,6027560.251,0,1278135.53
296,Mumbas 2,MUMB2,12,2013,6098791.618,0,81.81,0,6098709.808
393,Haryana & HP,HARY&,8,2013,5720299.577,122879.39,451763.317,0,5268536.26
2106,Punjab,PUNJ,4,2012,2152882.765,0,664736.637,0,1488146.128
264,Western MP,WESTM,4,2012,2791850.919,0,998761.58,0,1793089.339
2182,NER,NER,11,2013,2367944.881,0,1060080.303,0,1307864.578
648,NER,NER,10,2012,1586952.114,0,564959.85,0,1021992.264
1806,Rajasthan,RAJA,11,2012,1320051.109,375451.197,525744.969,0,794306.14
1956,NER,NER,11,2012,192981.28,0,98.04,0,192883.24
44,Vsjaywada,VIJA,8,2013,1726018.256,286426.734,446508.714,0,1279509.542
291,Pune South,PUNES,7,2012,601146.44,0,85971.36,0,515175.08
555,Hubqs,HUBL,4,2013,1616692.591,11713.6,260162.6,0,1356529.991
1713,Western UP,WESTU,8,2013,1082104.584,97628.28,374612.01,0,707492.574
556,Cosmbatore,COIM,12,2012,991655.781,0,123521.913,0,868133.868
2461,Western MP,WESTM,12,2013,3103511.244,0,413013.984,0,2690497.26
746,Bshar West,BIHAW,2,2011,5079370,0,4435350.52,0,644019.48
1905,Rajasthan,RAJA,10,2012,927326.943,0,284197.828,0,643129.115
91,Nagpur,NAGP,7,2012,1075472.2,0,628386.24,0,447085.96
613,Eastern MP,EASTM,10,2011,2968732.66,1212052.3,1293005.1,0,1675727.56
2351,Gujarat North,GUJAN,5,2013,1315726.326,284000.08,570997.61,0,744728.716
170,Centraq UP,CENTU,2,2013,2575980.747,2120412.551,2274793.437,0,301187.31
106,Chennas,CHEN,4,2013,1049643.197,0,187289.604,0,862353.593
165,Western UP,WESTU,9,2012,5193224.896,2040154.986,3020375.512,0,2172849.384
1989,Punjab,PUNJ,1,2013,2068051.666,187960.151,458541.909,0,1609509.757
144,Bangaqore,BANG,12,2012,4125370.23,2346355.55,3983441.86,0,141928.37
842,Eastern MP,EASTM,2,2011,2281939.1,2143785.95,2185877.63,0,96061.47
1228,Rajasthan,RAJA,2,2013,1316008.16,1054631.03,1134273.81,0,181734.35
729,Western UP,WESTU,8,2013,5432909.94,1106832.199,1742320.278,0,3690589.662
1854,Bengaq North,BENGN,8,2011,3101835.47,2704308.61,2817615.92,0,284219.55
332,Pune North,PUNEN,3,2011,1221749.05,995777.41,1001532.33,0,220216.72
345,Jharhhand,JHAR,10,2011,1663933.17,261115.19,708161.83,0,955771.34
21,Bengaq North,BENGN,2,2011,1318989.12,832205.27,842800.08,0,476189.04
64,Haryana & HP,HARY&,3,2012,1070693.056,0,160644.8,0,910048.256
245,Hyderabad 2,HYDE2,5,2013,4099642.777,3088413.6,3367905.83,0,731736.947
34,Bshar West,BIHAW,5,2012,1992647.268,0,124013.399,0,1868633.869
1055,Western MP,WESTM,5,2012,7393447.476,0,1834273.13,0,5559174.346
1743,Haryana & HP,HARY&,1,2013,1785612.793,521371.026,734485.68,0,1051127.113
2174,Bengaq North,BENGN,3,2013,286040.853,117393.47,158816.329,0,127224.524
1068,Chennas,CHEN,10,2011,1015152.34,84724.01,245190.61,0,769961.73
275,Eastern UP,EASTU,9,2012,1622838.855,224815.04,729383.153,0,893455.702
325,Centraq UP,CENTU,9,2011,998264.84,0,769366.79,0,228898.05
266,Western MP,WESTM,5,2011,2829771.62,1542441.56,2001065.03,0,828706.59
1249,Cosmbatore,COIM,8,2011,2759179.2,453375.4,474951.73,0,2284227.47
1024,Bshar East,BIHAE,10,2011,2762181.14,1649964.14,1691603.57,0,1070577.57
1186,Western MP,WESTM,2,2011,14316438.32,8472375.68,10097856.62,0,4218581.7
1449,Gujarat South,GUJAS,7,2012,2077565.733,141907.104,990154.717,0,1087411.016
60,Haryana & HP,HARY&,11,2011,2123480.09,925626.29,1162389.37,0,961090.72
2464,Bangaqore,BANG,4,2013,2892868.904,0,405964.826,0,2486904.078
108,Chennas,CHEN,9,2011,2315441.43,212887.35,429396.82,0,1886044.61
29,Bshar West,BIHAW,5,2011,4712364.78,338948.31,349920.55,0,4362444.23
1020,Vsjaywada,VIJA,3,2013,1042822.411,141976.58,420207.083,0,622615.328
2358,Western MP,WESTM,6,2013,1189419.37,311243.66,1088320.26,0,101099.11
1603,Mumbas 2,MUMB2,3,2011,11451910.22,3033849.44,5058132.76,0,6393777.46
1780,Chennas,CHEN,1,2013,6650756.93,1881198.353,3452511.235,0,3198245.695
1481,Deqhs Metro,DELHM,1,2011,6984996.88,2007311.06,2196640.7,0,4788356.18
344,Bangaqore,BANG,8,2012,9095687.934,167585.659,461764.444,0,8633923.49
1715,Gujarat North,GUJAN,5,2013,1157800.21,761324.73,895002.51,0,262797.7
331,Pune North,PUNEN,6,2011,2380631.86,1032784.39,1211680.39,0,1168951.47
1591,Deqhs Metro,DELHM,10,2012,15080600.03,0,2969291.79,0,12111308.24
121,Rajasthan,RAJA,9,2012,1710019.176,534919.27,1275709.721,0,434309.455
1722,Haryana & HP,HARY&,11,2012,1365548.199,102055.4,316344.589,0,1049203.61
482,Mumbas 2,MUMB2,11,2011,5280437.27,950052.99,1908842.55,0,3371594.72
237,Punjab,PUNJ,3,2012,333459.23,48748.45,78959.21,0,254500.02
341,Vsjaywada,VIJA,1,2012,1187879.72,120939.36,321172.35,0,866707.37
1818,Koqhata,KOLK,1,2013,3833323.773,780211.72,1469479.016,0,2363844.757
743,Pune North,PUNEN,9,2011,1916803.93,978699.78,1000921.6,0,915882.33
2355,Rajasthan,RAJA,4,2013,1493315.03,0,858299.5,0,635015.53
1804,Gujarat North,GUJAN,7,2012,6891339.491,1502849.31,2430253.62,0,4461085.871
649,Bengaq South,BENGS,4,2012,1971253.35,153062.25,341494.92,0,1629758.43
2190,Western UP,WESTU,9,2013,725229.232,0,346689.675,0,378539.557
1608,Pune South,PUNES,3,2011,3086379.05,650691.02,1835494.14,0,1250884.91
132,Gujarat North,GUJAN,10,2012,1066979.131,37260.207,452566.98,0,614412.151
2340,Hyderabad 2,HYDE2,6,2013,1799027.485,115303.166,279093.265,0,1519934.22
636,Gujarat North,GUJAN,11,2012,3900921.751,510376.375,561241.57,0,3339680.181
1534,Haryana & HP,HARY&,4,2012,9144410.646,0,1542088.99,68050.51,7602321.656
1738,Haryana & HP,HARY&,10,2012,581053.14,0,308717.33,0,272335.81
475,Orsssa,ORIS,12,2013,1792399.727,0,692822.36,0,1099577.367
2004,Centraq UP,CENTU,2,2013,612367.394,269989.698,343460.29,0,268907.104
1203,Eastern UP,EASTU,6,2011,7356780.34,4299428.8,5021990.29,0,2334790.05
768,Bengaq South,BENGS,6,2011,3861154.66,3080663.34,3080663.34,0,780491.32
325,Centraq UP,CENTU,7,2013,635734.186,424109.56,442493.33,0,193240.856
1360,Bshar West,BIHAW,11,2013,8065051.945,0,175623.721,0,7889428.224
2279,Hubqs,HUBL,10,2013,1788517.942,0,1020116.76,0,768401.182
523,Western MP,WESTM,3,2012,5234640.978,0,0,0,5234640.978
960,Pune North,PUNEN,11,2011,1588327.68,0,917356.14,0,670971.54
247,Vsjaywada,VIJA,12,2011,787247.5,248129.71,344361.74,0,442885.76
61,Haryana & HP,HARY&,6,2011,1769710.86,907105.36,1188638.38,31674.03,581072.48
126,Rajasthan,RAJA,8,2013,4473141.029,1649128.2,2008670.054,0,2464470.975
862,Cosmbatore,COIM,10,2012,53496.318,0,0,0,53496.318
1176,Hyderabad 1,HYDE1,4,2011,2364488.73,623653.91,1226815.76,0,1137672.97
638,Bengaq North,BENGN,11,2012,690623.208,174033.25,437112.328,0,253510.88
1249,Cosmbatore,COIM,7,2013,3051557.176,493079.177,637183.069,0,2414374.107
296,Mumbas 2,MUMB2,1,2011,4263562.31,9629.08,39796.34,0,4223765.97
1593,Hyderabad 2,HYDE2,2,2013,941251.03,118246.91,471205.88,0,470045.15
147,Bangaqore,BANG,3,2011,5650714.62,90116.01,276884.33,0,5373830.29
294,Mumbas 2,MUMB2,2,2012,3417985.17,476292.4,832998.16,0,2584987.01
991,Mumbas 2,MUMB2,7,2011,7874249.68,1393854.28,1588720.77,0,6285528.91
251,Hyderabad 2,HYDE2,3,2012,766463.25,0,109050.57,0,657412.68
122,Rajasthan,RAJA,8,2011,2940333.45,908355.23,1251632.72,0,1688700.73
1025,Mumbas 2,MUMB2,9,2013,871931.868,131911.426,512942.974,0,358988.894
247,Vsjaywada,VIJA,10,2011,706532.23,249685.53,360301.08,0,346231.15
42,Vsjaywada,VIJA,7,2013,1178886.098,216246.894,434884.098,0,744002
1381,Hyderabad 2,HYDE2,5,2012,5725570.378,0,2585917.362,0,3139653.016
1068,Chennas,CHEN,5,2011,951756.43,74610.05,256022.53,0,695733.9
2152,Deqhs Metro,DELHM,6,2013,6676657.132,242797.676,198413.508,0,6478243.624
300,Mumbas 2,MUMB2,4,2012,6905521.57,2002142.45,2790734.19,0,4114787.38
2254,Gujarat North,GUJAN,5,2013,91511.5,0,0,0,91511.5
232,Punjab,PUNJ,3,2011,358948.6,0,45478.57,0,313470.03
113,Rajasthan,RAJA,12,2012,2715841.66,376559.304,1547750.394,0,1168091.266
537,Bengaq North,BENGN,3,2012,814827.16,432769.07,486305.05,0,328522.11
442,Hyderabad 1,HYDE1,6,2011,2643509.75,1431702.1,2424020.27,0,219489.48
238,Punjab,PUNJ,1,2012,432826.38,0,862.42,0,431963.96
1077,Hyderabad 2,HYDE2,9,2011,2003859.47,543129.06,808678.65,0,1195180.82
2034,Centraq UP,CENTU,10,2013,467212.722,0,380774.723,0,86437.999
360,Jharhhand,JHAR,6,2011,7458297.66,2499740.7,3268665.94,0,4189631.72
540,Jharhhand,JHAR,3,2012,519608.62,96422.68,271971.96,0,247636.66
2327,Hubqs,HUBL,4,2013,1202107.848,238280.786,374938.866,0,827168.982
1357,Bengaq South,BENGS,10,2011,1312007.54,199970.92,447098.86,0,864908.68
188,Hyderabad 1,HYDE1,1,2013,10944356.77,9689019.46,10944356.77,0,0
188,Hyderabad 1,HYDE1,9,2012,10133311.84,6162990.8,10133311.84,0,0
341,Vsjaywada,VIJA,7,2013,879185.14,271029.71,365853.14,0,513332
1036,Nagpur,NAGP,7,2012,5099359.791,1300562.619,1829170.037,0,3270189.754
230,Punjab,PUNJ,12,2012,773878.37,471826.91,489984.1,0,283894.27
1008,Bengaq North,BENGN,8,2012,1663134.591,1070527.791,1397182.858,0,265951.733
2332,Nagpur,NAGP,3,2013,605930.59,33526.37,166813.273,0,439117.317
1674,Vsjaywada,VIJA,2,2012,1732332.45,147545.87,437532.692,0,1294799.758
613,Eastern MP,EASTM,7,2012,3039751.455,469047.73,1591028.018,0,1448723.437
413,Hyderabad 2,HYDE2,5,2013,1600600.18,577513.351,758751.031,0,841849.149
2155,Western UP,WESTU,4,2013,648196.588,0,273533.276,0,374663.312
2348,Pune North,PUNEN,10,2012,2543219.753,0,2263811.531,0,279408.222
97,Nagpur,NAGP,8,2012,3691598.056,1021610.13,1549067.6,0,2142530.456
129,Rajasthan,RAJA,1,2013,1567778.598,210013.03,1066288.521,0,501490.077
990,Western MP,WESTM,4,2013,6085425.679,1137917.984,2948800.269,0,3136625.41
2141,Bangaqore,BANG,3,2012,2765514.273,0,41433.018,0,2724081.255
99,Nagpur,NAGP,7,2012,10271296.26,2105789.935,3141826.357,0,7129469.902
1715,Gujarat North,GUJAN,1,2012,1743317.14,1444464.87,1454090.14,0,289227
629,Gujarat North,GUJAN,10,2013,2044246.07,0,893069.25,0,1151176.82
268,Western MP,WESTM,8,2013,3044439.605,1529341.354,1561381.707,0,1483057.898
999,Bengaq North,BENGN,8,2011,782202.27,0,199158.78,0,583043.49
802,Bengaq North,BENGN,2,2013,2322454.941,723730.9,1880501.452,0,441953.489
1470,Western MP,WESTM,12,2012,2848124.301,1305177.204,2496710.08,0,351414.221
729,Western UP,WESTU,6,2012,5120011.598,0,768073.529,0,4351938.069
1722,Haryana & HP,HARY&,4,2012,3325746.033,0,879007.833,74663.02,2446738.2
1721,Hyderabad 2,HYDE2,5,2011,2423056.71,1051881.12,1294468.94,0,1128587.77
803,Bshar East,BIHAE,4,2011,832966.51,79901.45,458130.44,0,374836.07
2517,Bengaq South,BENGS,4,2013,1659586.455,442156.37,857353.41,0,802233.045
1170,Cosmbatore,COIM,5,2012,596651.793,0,174472.581,0,422179.212
1281,Koqhata,KOLK,7,2012,4029956.004,91900.426,348445.158,0,3681510.846
292,Pune South,PUNES,6,2013,881380.157,232502.12,546437.382,0,334942.775
343,Bengaq South,BENGS,3,2013,797745.332,274686.01,325297.554,0,472447.778
2025,Mumbas 2,MUMB2,8,2012,1514166.502,902343.33,1228233.001,0,285933.501
530,Pune South,PUNES,2,2011,4451992.98,972985.95,1737649.56,0,2714343.42
1621,Hubqs,HUBL,3,2013,2624872.808,1627564.34,1721829.25,0,903043.558
1863,Chennas,CHEN,3,2011,1010599.14,207231.02,354336.12,0,656263.02
428,Pune South,PUNES,4,2012,21016855.24,884074.829,12860461.02,859139.755,8156394.212
1036,Nagpur,NAGP,2,2013,8033479.342,2661240.47,3293122.69,0,4740356.652
1524,Punjab,PUNJ,3,2013,5083532.815,774071.33,887465.87,0,4196066.945
1414,Western MP,WESTM,5,2011,2733025.84,156867.15,158398.72,0,2574627.12
1456,Rajasthan,RAJA,11,2013,4060149.08,0,3708077.224,0,352071.856
1905,Rajasthan,RAJA,12,2012,1578918.737,375430.099,750610.201,0,828308.536
2348,Pune North,PUNEN,3,2013,1097959.243,737853.693,808378.822,0,289580.421
1103,Vsjaywada,VIJA,6,2012,1633038.651,0,264365.695,0,1368672.956
1822,Eastern MP,EASTM,5,2011,3394332.7,616931.32,629436.48,0,2764896.22
217,NER,NER,4,2012,7905002.26,0,6870541.31,0,1034460.95
470,Gujarat North,GUJAN,9,2011,2617326.06,404579.56,443735.57,0,2173590.49
1321,Gujarat North,GUJAN,11,2011,2674609.12,289556.87,1047549.17,0,1627059.95
2323,Nagpur,NAGP,10,2013,1320984.115,0,950579.57,0,370404.545
843,Hyderabad 2,HYDE2,1,2013,1071069.802,21212.61,296143.497,0,774926.305
1343,Pune South,PUNES,5,2012,1389213.258,0,547072.086,0,842141.172
1023,Pune North,PUNEN,5,2013,4388336.548,3183020.36,3399356.71,0,988979.838
1482,Orsssa,ORIS,8,2013,1745823.352,301482.63,777656.851,0,968166.501
5,Bengaq South,BENGS,7,2013,5174333.218,505039.97,861221.83,0,4313111.388
1369,Bangaqore,BANG,10,2012,911235.725,0,276387.865,0,634847.86
1826,Pune North,PUNEN,7,2012,14084695.97,2641568.342,3926193.109,0,10158502.86
268,Western MP,WESTM,2,2011,4857151.09,3477645.65,3490472.53,0,1366678.56
1780,Chennas,CHEN,4,2012,10992414.59,0,5963046.612,88808.209,5029367.981
2529,Deqhs Metro,DELHM,6,2013,13689252.1,352994.26,1681004.884,0,12008247.22
2199,Hubqs,HUBL,9,2013,2480118.731,532367.56,1317630.042,0,1162488.689
1245,Pune South,PUNES,7,2011,1499511.27,641497.34,641497.34,0,858013.93
1666,Pune South,PUNES,8,2013,3058350.97,1271327.047,1526777.283,0,1531573.687
619,Punjab,PUNJ,3,2013,536289.219,260792.9,269001.43,0,267287.789
66,Haryana & HP,HARY&,5,2011,1047866.13,0,661647.96,0,386218.17
1203,Eastern UP,EASTU,1,2012,5930808.88,0,3531896.34,48093.53,2398912.54
1482,Orsssa,ORIS,3,2012,1221023.42,225067.14,256380.55,0,964642.87
99,Nagpur,NAGP,7,2011,11321391.04,3261830.82,3713272.15,0,7608118.89
326,Pune North,PUNEN,1,2013,1278472.756,720800.626,1002465.934,0,276006.822
1164,Gujarat South,GUJAS,9,2012,12846796.74,1671172.864,3812598.477,0,9034198.266
463,Hyderabad 1,HYDE1,6,2011,1254891.25,694115.52,821671.62,0,433219.63
1025,Mumbas 2,MUMB2,8,2013,197758.933,28245.552,44476.467,0,153282.466
532,Mumbas 2,MUMB2,12,2012,6510163.27,291688.83,878413.652,0,5631749.618
1743,Haryana & HP,HARY&,4,2012,3297397.31,0,1437570.018,49240.61,1859827.292
532,Mumbas 2,MUMB2,11,2013,7603506.316,0,1519185.985,0,6084320.331
960,Pune North,PUNEN,4,2011,4219664.38,0,3256818.38,0,962846
2631,Deqhs Metro,DELHM,12,2013,19649891.79,0,5953357.496,0,13696534.3
1780,Chennas,CHEN,11,2012,7067129.41,2056477.613,3107170.502,0,3959958.908
2074,Western UP,WESTU,9,2013,1247961.578,522334.772,1003863.762,0,244097.816
62,Haryana & HP,HARY&,5,2013,870548.136,402082.755,542957.894,0,327590.242
1219,Bshar East,BIHAE,7,2013,1405959.297,556340.154,907580.707,0,498378.59
2144,Vsjaywada,VIJA,12,2013,2185499.677,0,1000698.837,0,1184800.84
34,Bshar West,BIHAW,10,2011,1692032.5,0,163245.9,0,1528786.6
999,Bengaq North,BENGN,5,2013,1079691.62,115036.79,221937.29,0,857754.33
1436,Orsssa,ORIS,10,2012,1968220.926,0,59157.8,0,1909063.126
73,Eastern MP,EASTM,3,2011,3140220.22,50711.04,329147.06,0,2811073.16
433,Centraq UP,CENTU,5,2013,7564905.654,532270.875,2788725.073,0,4776180.581
1950,Bengaq South,BENGS,5,2012,1157319.451,0,652593.723,0,504725.728
1327,Vsjaywada,VIJA,7,2011,6299558.58,3002749.58,3348674.62,0,2950883.96
595,Chennas,CHEN,6,2012,7763011.532,0,5105493.334,0,2657518.198
555,Hubqs,HUBL,9,2013,1632048.926,10929.8,251409.06,0,1380639.866
1863,Chennas,CHEN,4,2012,1972021.55,0,940011.33,0,1032010.22
68,Haryana & HP,HARY&,6,2013,901200.668,416788.69,591992.84,0,309207.828
1893,Vsjaywada,VIJA,10,2013,1689917.52,0,1187943.88,0,501973.64
315,Chennas,CHEN,11,2012,696267.691,121292.71,129705.55,0,566562.141
188,Hyderabad 1,HYDE1,8,2012,9675039.42,8818189.14,9675039.42,0,0
2024,Nagpur,NAGP,9,2013,3395451.284,1239611.468,3061004.138,0,334447.146
32,Bshar West,BIHAW,6,2012,2098061.92,0,1715482.73,0,382579.19
90,Nagpur,NAGP,5,2012,1390392.633,0,688204.52,0,702188.113
1674,Vsjaywada,VIJA,11,2011,1852009.53,194615.93,405219.77,0,1446789.76
104,Chennas,CHEN,4,2013,1490582.536,31935.58,436670.493,0,1053912.043
129,Rajasthan,RAJA,11,2012,876053.004,57984.69,527956.82,0,348096.184
1822,Eastern MP,EASTM,10,2012,3321001.851,0,293068.171,0,3027933.68
1334,Eastern UP,EASTU,1,2011,3188887.71,1109446.39,1900448.59,0,1288439.12
481,Bengaq South,BENGS,5,2012,2542537.449,364728.21,2062652.845,0,479884.604
1677,Mumbas 1,MUMB1,6,2013,23604604.4,5884306.33,23424560.95,0,180043.45
1022,Hubqs,HUBL,7,2012,1282667.403,101836.12,134338.854,0,1148328.549
181,Hubqs,HUBL,3,2013,3363362.66,1222692.46,2065005.42,0,1298357.24
1244,Pune South,PUNES,5,2013,1801650.683,501087.09,978716.808,0,822933.875
2548,Centraq UP,CENTU,9,2013,1512937.571,108032.87,313385.49,0,1199552.081
1430,Hubqs,HUBL,12,2011,1918882.65,0,10718.47,0,1908164.18
1939,Rajasthan,RAJA,10,2012,7154342.309,0,1071484.415,0,6082857.894
2144,Vsjaywada,VIJA,7,2012,1152004.665,0,320863.151,0,831141.514
1067,Pune South,PUNES,12,2012,5608373.629,1439100.147,2799543.44,0,2808830.189
1590,Orsssa,ORIS,8,2013,1051646.388,521741.18,649199.222,0,402447.166
1723,Bangaqore,BANG,7,2011,65142.12,0,0,0,65142.12
1665,Pune North,PUNEN,8,2011,6234246.81,278678.23,429881.83,0,5804364.98
299,Mumbas 2,MUMB2,11,2013,10402840.89,0,897109.514,0,9505731.376
2106,Punjab,PUNJ,1,2013,3232236.772,559138.663,1157364.78,0,2074871.992
45,Vsjaywada,VIJA,7,2013,2637902.636,1018066.077,1149449.035,0,1488453.601
408,Rajasthan,RAJA,12,2012,18346842.14,5591862.879,10773475.45,0,7573366.69
228,Vsjaywada,VIJA,3,2011,683094.21,591187.47,635897.98,0,47196.23
1744,Pune South,PUNES,9,2011,636681.75,21268.78,83286.5,0,553395.25
440,Chennas,CHEN,6,2011,4940436.71,349341.57,583154.41,0,4357282.3
32,Bshar West,BIHAW,5,2013,2637090.59,2123389.59,2250060.47,0,387030.12
1089,Vsjaywada,VIJA,7,2013,976213.979,328124.55,506411.66,0,469802.319
2024,Nagpur,NAGP,3,2012,1054990.75,440197.52,440197.52,0,614793.23
556,Cosmbatore,COIM,10,2012,871206.276,0,117927.725,0,753278.551
440,Chennas,CHEN,7,2013,5500993.335,0,665043.999,0,4835949.336
1297,Bshar East,BIHAE,12,2011,2372507.34,1082959.36,1498023.3,0,874484.04
1357,Bengaq South,BENGS,7,2012,1240245.434,241252.58,503341.059,0,736904.375
1849,Koqhata,KOLK,10,2011,4520369.29,272932.88,771297.59,0,3749071.7
1101,Gujarat North,GUJAN,9,2012,2321645.932,801905.7,1242726.528,0,1078919.404
967,Centraq UP,CENTU,3,2011,2344625.53,343613.84,665560.33,0,1679065.2
1989,Punjab,PUNJ,4,2012,3981457.189,126568.39,995853.317,0,2985603.872
1284,Bengaq South,BENGS,4,2011,3043381.82,2173808.55,2683210.92,0,360170.9
883,Orsssa,ORIS,9,2012,3248276.317,117291.97,991374.079,0,2256902.238
1738,Haryana & HP,HARY&,5,2011,1415873.52,0,193129.72,0,1222743.8
2314,Hyderabad 2,HYDE2,10,2013,1391695.58,0,1013802.238,0,377893.342
997,Gujarat South,GUJAS,12,2013,1214001.953,0,360689.911,0,853312.042
552,Vsjaywada,VIJA,7,2013,1484029.268,644435.23,1044797.698,0,439231.57
1042,Eastern UP,EASTU,3,2011,3773335.22,1541635.95,2036597.26,0,1736737.96
1268,Gujarat North,GUJAN,9,2011,10438161.7,6456510.96,7915426.7,0,2522735
131,Gujarat North,GUJAN,3,2013,882048.653,454328.882,469182.688,0,412865.965
45,Vsjaywada,VIJA,5,2013,2893489.143,763366.08,1204896.594,0,1688592.549
1470,Western MP,WESTM,11,2011,2464844.56,951339.11,1725065.45,0,739779.11
1723,Bangaqore,BANG,5,2011,74248.08,0,0,0,74248.08
1033,NER,NER,9,2012,3453294.799,720468.138,1141573.536,0,2311721.263
451,Bengaq South,BENGS,7,2011,1020438.07,0,36944.19,0,983493.88
108,Chennas,CHEN,8,2012,2114168.968,72764.981,277975.164,0,1836193.804
2279,Hubqs,HUBL,12,2013,2113339.752,0,1180108.012,0,933231.74
5,Bengaq South,BENGS,7,2012,3887291.607,321250.04,797097.06,0,3090194.547
463,Hyderabad 1,HYDE1,9,2012,1132420.759,349979.799,704644.408,0,427776.351
187,Hyderabad 2,HYDE2,12,2011,2507606.23,1183029.18,2003625.84,0,503980.39
252,Hyderabad 2,HYDE2,9,2011,2057334.43,1622359.52,1622359.52,0,434974.91
2360,Vsjaywada,VIJA,8,2013,525726.19,95.46,67811.38,0,457914.81
456,Mumbas 2,MUMB2,5,2011,640190.12,0,250258.79,0,389931.33
1430,Hubqs,HUBL,2,2011,1692107.7,0,58.95,0,1692048.75
296,Mumbas 2,MUMB2,8,2012,3490853.616,0,3975.31,0,3486878.306
593,Eastern MP,EASTM,8,2012,3720350.739,2000841.115,2626911.64,0,1093439.099
126,Rajasthan,RAJA,9,2013,5640397.801,885292.63,3090754.52,0,2549643.281
330,Pune North,PUNEN,5,2012,718168.134,90499.58,203653.702,0,514514.432
593,Eastern MP,EASTM,5,2011,5730997.34,4282713.51,4758675.35,0,972321.99
1243,Mumbas 1,MUMB1,12,2012,8821046.844,5501.725,211428.281,0,8609618.563
1016,Bangaqore,BANG,4,2012,8452832.11,0,461527.18,0,7991304.93
1401,Bengaq South,BENGS,1,2011,717170.64,149567.01,161347.02,0,555823.62
1715,Gujarat North,GUJAN,7,2013,899605.034,610343.05,612972.412,0,286632.622
359,Vsjaywada,VIJA,3,2011,1389252.28,543896.76,557073.86,0,832178.42
1130,Hyderabad 2,HYDE2,11,2012,2190383.372,219685.867,458459.112,0,1731924.26
2327,Hubqs,HUBL,1,2013,1234161.957,262110.944,352630.493,0,881531.464
540,Jharhhand,JHAR,9,2013,929912.22,100934.51,428140.66,0,501771.56
469,Bshar West,BIHAW,1,2011,1632697.63,0,1340275.74,0,292421.89
97,Nagpur,NAGP,9,2012,3877163.36,533288.23,1854886.702,0,2022276.658
1122,Pune South,PUNES,4,2012,824638.908,2777.232,521869.322,0,302769.586
170,Centraq UP,CENTU,1,2011,1158954.11,437804.15,546926.28,0,612027.83
163,Cosmbatore,COIM,3,2011,1470849.86,277090.75,369458.94,0,1101390.92
2132,Western MP,WESTM,8,2013,2219058.623,910141.547,926570.197,0,1292488.426
1877,Eastern MP,EASTM,4,2013,4107789.076,750917.46,2794864.322,0,1312924.754
1439,Koqhata,KOLK,5,2013,2656188.902,55539.18,205206.408,0,2450982.494
388,Nagpur,NAGP,7,2011,916127.54,89655.83,211228.62,0,704898.92
2143,Rajasthan,RAJA,8,2013,3058342.214,1906812.578,2088705.668,0,969636.546
269,Western MP,WESTM,4,2012,2171553.17,14817.25,1052919.75,0,1118633.42
2442,Bangaqore,BANG,9,2013,2293938.795,333239.695,1076915.581,0,1217023.214
997,Gujarat South,GUJAS,10,2013,817605.091,0,205780.677,0,611824.414
271,Western MP,WESTM,10,2012,988113.921,553153.29,691271.307,0,296842.614
332,Pune North,PUNEN,9,2012,683815.45,14696.464,364053.078,0,319762.372
1242,Hubqs,HUBL,6,2011,3217754.33,1236587.87,1742614.44,0,1475139.89
1536,Mumbas 1,MUMB1,11,2013,15257574.97,0,5905801.019,0,9351773.946
187,Hyderabad 2,HYDE2,3,2013,1297630.177,497012.697,960202.533,0,337427.644
98,Nagpur,NAGP,7,2011,5517484.21,2995402.91,3079150.66,0,2438333.55
29,Bshar West,BIHAW,8,2012,6051290.468,276126.524,383097.781,0,5668192.687
379,Mumbas 2,MUMB2,2,2011,4207939.27,686522.71,764972.73,0,3442966.54
1214,Pune North,PUNEN,1,2013,3442418.708,1341862.27,1727389.798,0,1715028.91
961,Western UP,WESTU,5,2013,5006609.724,61000.727,132096.731,0,4874512.993
525,Pune North,PUNEN,3,2013,4687451.896,261801.259,478050.201,0,4209401.695
1482,Orsssa,ORIS,4,2012,2805591.51,264460.55,1868931.86,0,936659.65
1603,Mumbas 2,MUMB2,1,2011,16829699.58,6140854.16,8950738.25,0,7878961.33
98,Nagpur,NAGP,1,2013,5868442.81,3316459.49,3482217.43,0,2386225.38
1779,Gujarat South,GUJAS,10,2012,5674974.39,758331.52,1774046.221,0,3900928.169
1722,Haryana & HP,HARY&,4,2011,3363735.87,450093.87,1103203.88,0,2260531.99
2253,Deqhs Metro,DELHM,2,2013,11255662.51,1850650.351,3641786.628,0,7613875.881
876,Hyderabad 1,HYDE1,2,2011,18183038.04,5327576.22,6526103.46,0,11656934.58
