customer_code,asm_area_name,asm_area_code,month,year,sec_netvalue,Bandhan_Net_Val,Wholesale_net_value,OtherPgrm_Net_Val,Non_Wholesale_net_value
187,Hyderabad 2,HYDE2,12,2012,1564901.025,460003.133,971137.539,0,593763.486
555,Hubqs,HUBL,4,2012,2214679.964,0,920482.48,0,1294197.484
254,Hyderabad 2,HYDE2,12,2011,1467238.39,0,339306.79,0,1127931.6
271,Western MP,WESTM,3,2013,1070088.425,837796.921,865647.281,0,204441.144
1000,Vsjaywada,VIJA,9,2012,3818444.548,1754336.838,2815952.68,0,1002491.868
2586,Rajasthan,RAJA,9,2013,2503026.039,710124.944,1414124.644,0,1088901.395
1020,Vsjaywada,VIJA,2,2011,1458957.73,416420.65,1058670.61,0,400287.12
1268,Gujarat North,GUJAN,12,2013,11169388.24,0,8221603.063,0,2947785.177
422,Hyderabad 2,HYDE2,6,2011,4086164.79,2212176.19,2429767.49,0,1656397.3
1426,Vsjaywada,VIJA,2,2013,4183302.565,0,457379.207,0,3725923.358
122,Rajasthan,RAJA,8,2012,3006456.322,876946.403,1128455.575,0,1878000.747
1411,Bshar West,BIHAW,2,2013,1904186.96,1736615.04,1840547.58,0,63639.38
2253,Deqhs Metro,DELHM,10,2013,6861534.551,0,1407788.759,0,5453745.792
1826,Pune North,PUNEN,3,2013,14944091.47,2450171.719,3481424.571,0,11462666.9
602,Hyderabad 1,HYDE1,11,2011,7518454.97,3445021.42,4139431.84,0,3379023.13
2365,Haryana & HP,HARY&,7,2013,556851.83,0,42866.73,0,513985.1
1176,Hyderabad 1,HYDE1,4,2012,2424567.38,622024.34,1230655.34,0,1193912.04
394,Mumbas 2,MUMB2,5,2011,20522255.46,3981101.8,4312601.27,0,16209654.19
252,Hyderabad 2,HYDE2,8,2013,1168497.407,990412.49,990412.49,0,178084.917
1399,Koqhata,KOLK,1,2012,2834459.69,197354.43,217174.43,0,2617285.26
1715,Gujarat North,GUJAN,5,2012,1959764.137,0,1440649.58,0,519114.557
526,Deqhs Metro,DELHM,6,2013,5668614.636,0,377729.815,0,5290884.821
2115,Western UP,WESTU,9,2012,9278910.811,2283420.289,4761417.194,0,4517493.617
2507,Chennas,CHEN,4,2013,1698887.295,0,631958.668,0,1066928.627
628,Pune North,PUNEN,3,2012,3340385.692,244781.919,275080.439,0,3065305.253
1303,Cosmbatore,COIM,11,2011,1506087.62,297044.8,357920.57,0,1148167.05
539,Bshar East,BIHAE,3,2011,2985772.3,1462707.64,1691297.33,0,1294474.97
1281,Koqhata,KOLK,12,2012,5853380.038,258638.21,534383.745,0,5318996.293
559,NER,NER,4,2011,24311612.87,13683258.6,23739425.94,0,572186.93
450,Hubqs,HUBL,12,2012,4300764.14,656927.744,1180209.051,0,3120555.089
1077,Hyderabad 2,HYDE2,9,2012,1586798.808,227658.86,526244.965,0,1060553.843
2012,Hubqs,HUBL,8,2013,4497126.869,1826380.642,2655525.779,0,1841601.09
613,Eastern MP,EASTM,10,2012,2783140.504,0,1077641.73,0,1705498.774
547,Bshar West,BIHAW,8,2011,1619050.9,645488.08,645488.08,0,973562.82
1101,Gujarat North,GUJAN,6,2013,2147970.499,706477.914,1330684.682,0,817285.817
1899,NER,NER,4,2012,1601760.165,0,111086.632,232454.681,1490673.533
1534,Haryana & HP,HARY&,2,2012,5977579.26,669923.12,827101.05,0,5150478.21
1574,Gujarat North,GUJAN,5,2012,6517914.73,0,2668365.808,0,3849548.922
834,Western UP,WESTU,8,2011,1635770.4,0,867.9,0,1634902.5
1903,Centraq UP,CENTU,5,2011,5214782.9,2605956.78,3540022.26,0,1674760.64
459,Jharhhand,JHAR,10,2011,1611867.43,511905.57,1066543.26,0,545324.17
552,Vsjaywada,VIJA,7,2012,1058004.843,414520.094,746987.071,0,311017.772
2480,Western UP,WESTU,4,2013,5554234.052,464994.67,2449529.198,0,3104704.854
873,Cosmbatore,COIM,8,2011,546001.94,171380.92,250849.6,0,295152.34
554,Eastern MP,EASTM,5,2013,1674051.182,717588.162,1016136.444,0,657914.738
802,Bengaq North,BENGN,12,2012,2480024.459,870116.047,2108323.661,0,371700.798
1845,Pune North,PUNEN,2,2012,6959479.925,2712334.432,3375555.241,0,3583924.684
275,Eastern UP,EASTU,7,2011,1240816.07,0,342946.26,0,897869.81
2360,Vsjaywada,VIJA,9,2013,573316.84,18460.08,93297.71,0,480019.13
1855,NER,NER,12,2012,7469765.726,186921.102,597685.081,0,6872080.645
62,Haryana & HP,HARY&,7,2013,1084925.071,474314.5,484617.837,0,600307.234
2520,Pune North,PUNEN,7,2013,514717.86,50984.57,293795.49,0,220922.37
275,Eastern UP,EASTU,11,2013,1739849.794,0,1137454.859,0,602394.935
803,Bshar East,BIHAE,8,2013,1040834.281,85799.1,485122.754,0,555711.527
122,Rajasthan,RAJA,1,2011,2115690.31,522798.15,747811.19,0,1367879.12
64,Haryana & HP,HARY&,9,2013,2637451.448,269747.2,747229.07,0,1890222.378
56,Mumbas 1,MUMB1,6,2013,25341933.15,1747726.695,17971716.88,0,7370216.276
45,Vsjaywada,VIJA,6,2011,3120202.92,1853785.18,1912018.57,0,1208184.35
108,Chennas,CHEN,9,2012,1988170.612,74660.749,294891.313,0,1693279.299
1268,Gujarat North,GUJAN,4,2012,17148426.24,0,13106070.27,744095.734,4042355.977
108,Chennas,CHEN,1,2013,1663561.872,110284.195,213726.466,0,1449835.406
73,Eastern MP,EASTM,11,2011,4970743.48,291504.2,1154179.18,0,3816564.3
2381,Orsssa,ORIS,10,2013,438006.315,0,77851.205,0,360155.11
247,Vsjaywada,VIJA,9,2013,844950.735,140390.381,465346.331,0,379604.404
1102,Pune South,PUNES,6,2011,3385272.87,2011745.37,2939555.77,0,445717.1
595,Chennas,CHEN,7,2011,5278827.8,2155811.07,2553674.97,0,2725152.83
1351,Pune North,PUNEN,7,2012,1018053.29,57962.8,834633.948,0,183419.342
595,Chennas,CHEN,11,2013,5608437.852,0,3242080.786,0,2366357.066
1027,Western UP,WESTU,12,2012,5050764.665,258652.32,842935.83,0,4207828.835
166,Western UP,WESTU,3,2012,437806.58,19232.58,229858.64,0,207947.94
1089,Vsjaywada,VIJA,6,2011,1873631.5,790319.67,1082030.91,0,791600.59
2025,Mumbas 2,MUMB2,10,2012,1340861.716,489591.77,971268.762,0,369592.954
2036,Centraq UP,CENTU,9,2012,560758.54,482.3,413197.96,0,147560.58
22,Bengaq South,BENGS,7,2011,2224225.54,1607730,1607730,0,616495.54
1804,Gujarat North,GUJAN,7,2011,5871730.1,1391137.25,1480521.54,0,4391208.56
1893,Vsjaywada,VIJA,12,2013,2999743.31,0,1906595.42,0,1093147.89
9,Orsssa,ORIS,9,2013,1263490.975,342463.92,589412.23,0,674078.745
2665,Keraqa,KERA,12,2013,1909866.22,0,378709.28,0,1531156.94
2012,Hubqs,HUBL,1,2013,5288574.205,959631.049,3337248.015,0,1951326.19
217,NER,NER,1,2013,3717269.082,1801189.391,2975328.726,0,741940.356
1198,Pune North,PUNEN,12,2011,1233550.06,541500,984181.59,0,249368.47
1556,Koqhata,KOLK,11,2013,35726010.12,0,35026088.14,0,699921.98
865,Vsjaywada,VIJA,6,2012,1611975.388,0,772374.962,0,839600.426
1213,Pune North,PUNEN,12,2011,831323.03,136403.03,513995.73,0,317327.3
106,Chennas,CHEN,3,2013,702726.231,0,122521.394,0,580204.837
843,Hyderabad 2,HYDE2,3,2013,1059664.823,143469.155,346060.261,0,713604.562
1530,Vsjaywada,VIJA,3,2012,4463906.716,1318466.323,1835663.912,0,2628242.804
1201,Pune North,PUNEN,5,2012,1341663.8,0,1136353.4,0,205310.4
303,Western UP,WESTU,3,2011,1185529.22,48507.71,131360.5,0,1054168.72
1927,Orsssa,ORIS,6,2013,2081666.488,311159.757,1459322.071,0,622344.417
1022,Hubqs,HUBL,7,2013,1316525.499,161843.02,204987.07,0,1111538.429
1854,Bengaq North,BENGN,2,2013,4773834.198,989177.663,4376611,0,397223.198
1481,Deqhs Metro,DELHM,4,2011,9458558.24,2103201.32,2552169.51,0,6906388.73
1105,Deqhs Metro,DELHM,8,2013,3421543.901,130694.204,331619.233,0,3089924.668
1436,Orsssa,ORIS,3,2013,683047.109,0,3060.54,0,679986.569
1939,Rajasthan,RAJA,12,2013,10965861.07,0,1844731.071,0,9121130.002
329,Pune South,PUNES,8,2013,745318.411,0,124567.665,0,620750.746
2630,Western MP,WESTM,7,2013,4802678.825,463332.265,835255.274,0,3967423.551
1536,Mumbas 1,MUMB1,7,2011,9664457.41,1163282.34,1494627.39,0,8169830.02
775,Western UP,WESTU,4,2011,11870507.5,3716478.32,5286966.44,0,6583541.06
247,Vsjaywada,VIJA,10,2012,654825.967,117160.588,266149.569,0,388676.398
1068,Chennas,CHEN,5,2012,925890.671,0,283807.487,0,642083.184
1981,Bangaqore,BANG,7,2013,3572608.592,124006.012,704778.386,0,2867830.206
268,Western MP,WESTM,2,2012,4349368.84,3240677.33,3242343.46,0,1107025.38
1359,Orsssa,ORIS,10,2012,3767203.258,0,636763.362,0,3130439.896
1566,Orsssa,ORIS,7,2013,3328567.406,154878.97,924517.92,0,2404049.486
1245,Pune South,PUNES,7,2012,1265067.617,497177.926,636417.175,0,628650.442
1403,Vsjaywada,VIJA,12,2011,4680324.05,357533.98,389933.06,0,4290390.99
59,Haryana & HP,HARY&,6,2011,1260068.93,257915.14,519125.78,0,740943.15
79,Pune North,PUNEN,5,2011,1844173.08,270251.79,591270.78,0,1252902.3
1893,Vsjaywada,VIJA,6,2012,2451808.57,0,1704037.44,0,747771.13
188,Hyderabad 1,HYDE1,8,2011,11362661.03,9140611.33,11362661.03,0,0
279,Centraq UP,CENTU,4,2011,708241.66,0,253813.46,0,454428.2
25,Bengaq North,BENGN,10,2012,1521921.543,0,1002354.107,0,519567.436
2496,Hubqs,HUBL,8,2013,1873298.594,1592169.98,1592169.98,0,281128.614
32,Bshar West,BIHAW,6,2011,1911971.3,980292.32,1311264.86,0,600706.44
79,Pune North,PUNEN,7,2013,1332218.685,276844.65,382210.836,0,950007.849
1098,Western MP,WESTM,10,2011,2151522.95,1200581.06,1215475.35,0,936047.6
1351,Pune North,PUNEN,9,2012,908101.922,39667.84,685787.077,0,222314.845
269,Western MP,WESTM,1,2012,1084520.03,294260.37,330947.59,0,753572.44
31,Jharhhand,JHAR,4,2013,3388552.322,1266370.732,2894215.904,0,494336.418
132,Gujarat North,GUJAN,10,2011,1380834.27,344336.92,631667.75,0,749166.52
1822,Eastern MP,EASTM,3,2013,3112657.005,290951.4,428014.282,0,2684642.723
538,Bengaq North,BENGN,4,2013,2146596.455,409465.1,958219.913,0,1188376.542
289,Gujarat South,GUJAS,4,2012,2013304.041,0,944936.862,0,1068367.179
31,Jharhhand,JHAR,11,2013,2489721.21,0,1725835.766,0,763885.444
865,Vsjaywada,VIJA,12,2011,1512733.39,599779.43,1001549.24,0,511184.15
1146,Bangaqore,BANG,2,2011,9571244.71,1665854.84,6018685.66,0,3552559.05
1154,Bangaqore,BANG,12,2012,1804930.698,0,509364.08,0,1295566.618
1343,Pune South,PUNES,11,2011,1427358.9,0,789126.84,0,638232.06
463,Hyderabad 1,HYDE1,7,2013,843937.082,367373.64,485481.63,0,358455.452
455,Vsjaywada,VIJA,6,2011,6239564.48,4599435.63,4599435.63,0,1640128.85
40,Hubqs,HUBL,9,2011,2250584.84,221750.19,346884.28,0,1903700.56
1482,Orsssa,ORIS,9,2012,1884097.913,413926.528,1324992.039,0,559105.874
460,Pune North,PUNEN,2,2012,16706234.21,6804149.86,11518031.63,0,5188202.573
263,Western MP,WESTM,7,2012,2355949.31,1159177.08,1552168.75,0,803780.56
45,Vsjaywada,VIJA,5,2011,2415391.9,1288153.76,1326078.1,0,1089313.8
2363,Pune North,PUNEN,10,2013,1286277.826,0,1119856.678,0,166421.148
1072,Pune South,PUNES,1,2011,1588662.14,562648.82,732796.11,0,855866.03
1823,Punjab,PUNJ,1,2013,4569918.604,159856.09,268049.08,0,4301869.524
135,Gujarat South,GUJAS,1,2012,2552786.45,477971.88,844650.09,0,1708136.36
1891,Hyderabad 1,HYDE1,9,2013,13954413.32,2454491.239,4662040.798,0,9292372.518
1933,Hyderabad 2,HYDE2,9,2012,4836914.678,889549.087,2775898.234,0,2061016.444
344,Bangaqore,BANG,9,2013,6560153.316,30623.12,242855.608,0,6317297.708
2581,Gujarat North,GUJAN,12,2013,234270.94,0,4898.17,0,229372.77
383,Western UP,WESTU,5,2012,4471611.028,0,3232520.506,0,1239090.522
869,Hyderabad 2,HYDE2,1,2011,4369509.52,748913.2,1284594.77,0,3084914.75
2157,Deqhs Metro,DELHM,6,2012,16183377.11,0,4427224.408,0,11756152.7
961,Western UP,WESTU,9,2013,5313949.912,171188.894,1788353.834,0,3525596.078
869,Hyderabad 2,HYDE2,10,2012,3496136.968,179854.82,570579.866,0,2925557.102
131,Gujarat North,GUJAN,12,2012,1725020.506,509831.67,999562.464,0,725458.042
393,Haryana & HP,HARY&,6,2012,5231657.435,0,573617.683,0,4658039.752
267,Eastern MP,EASTM,3,2012,1589334.47,0,536974.17,0,1052360.3
1360,Bshar West,BIHAW,9,2011,3806717.89,168944.91,295474.34,0,3511243.55
1090,Nagpur,NAGP,12,2012,9559626.107,396937.264,976323.095,0,8583303.012
1832,Koqhata,KOLK,3,2012,1081299.34,4809.81,35756.62,0,1045542.72
638,Bengaq North,BENGN,2,2013,1097592.164,386397.762,791640.194,0,305951.97
537,Bengaq North,BENGN,8,2011,1798440.85,558849.77,1425191.31,0,373249.54
1489,Mumbas 2,MUMB2,8,2012,3379813.512,816790.047,1268883.71,0,2110929.802
374,Eastern MP,EASTM,9,2012,5483096.27,559928.38,2128462.065,0,3354634.205
1077,Hyderabad 2,HYDE2,8,2012,1980914.387,620456.916,910119.887,0,1070794.5
1351,Pune North,PUNEN,12,2011,861629.76,57999.31,616153.08,0,245476.68
238,Punjab,PUNJ,9,2011,732591.31,0,2466.2,0,730125.11
1948,Bshar East,BIHAE,4,2013,2081274.837,254005.299,1720277.193,0,360997.644
747,Gujarat South,GUJAS,6,2011,1865190.92,862218.69,928310.34,0,936880.58
1327,Vsjaywada,VIJA,2,2011,6535228.26,3437140.35,3740351.82,0,2794876.44
1143,Gujarat South,GUJAS,9,2011,3967008.86,178353.16,1328218.29,0,2638790.57
289,Gujarat South,GUJAS,11,2012,1015181.48,71955.78,497720.56,0,517460.92
538,Bengaq North,BENGN,2,2012,2235770.241,223637.47,1428019.931,0,807750.31
2014,Western UP,WESTU,6,2012,300497.043,0,26211.843,0,274285.2
1391,Vsjaywada,VIJA,9,2012,1774954.374,20358.65,399854.971,0,1375099.403
860,Vsjaywada,VIJA,4,2011,1433947.08,696548.63,1236271.4,0,197675.68
1634,Jharhhand,JHAR,1,2012,3876725.26,762054.77,1555507.93,0,2321217.33
2684,Gujarat North,GUJAN,8,2013,1798364.5,725900.71,986778.45,0,811586.05
613,Eastern MP,EASTM,9,2013,3536124.249,1211258.1,1751696.768,0,1784427.481
48,Vsjaywada,VIJA,7,2013,1408065.83,482953.77,763506.35,0,644559.48
104,Chennas,CHEN,7,2012,807933.474,1883.78,155019.096,0,652914.378
1008,Bengaq North,BENGN,12,2013,3015433.333,0,2536535.045,0,478898.288
2132,Western MP,WESTM,9,2012,2507633.37,326361.528,1041792.398,0,1465840.972
93,Nagpur,NAGP,10,2013,3071131.38,0,1631485.98,0,1439645.4
613,Eastern MP,EASTM,12,2011,3483854.24,1157859.85,1256583.18,0,2227271.06
2366,Centraq UP,CENTU,12,2012,373085.362,0,39746.74,0,333338.622
356,Orsssa,ORIS,8,2013,3102667.826,1629975.79,1896259.15,0,1206408.676
1200,Pune North,PUNEN,6,2013,909213.068,258896.79,661866.76,0,247346.308
2433,Bengaq South,BENGS,8,2013,1061583.728,155191.852,620228.076,0,441355.652
75,Eastern MP,EASTM,3,2013,1201313.77,845782.59,870577.76,0,330736.01
873,Cosmbatore,COIM,4,2013,954739.726,237000.91,543896.954,0,410842.772
2308,Hyderabad 2,HYDE2,5,2013,1369700.575,205670.74,949954.505,0,419746.07
1044,Eastern UP,EASTU,5,2013,1422870.849,752012.828,1122158.746,0,300712.103
2511,Mumbas 1,MUMB1,12,2013,19857986.08,0,3928133.125,0,15929852.96
1105,Deqhs Metro,DELHM,5,2012,2927383.25,0,1155343.202,0,1772040.048
1855,NER,NER,2,2013,6616568.716,265266.609,385665.193,0,6230903.523
1024,Bshar East,BIHAE,4,2012,4258798.959,495203.409,2750466.933,0,1508332.026
45,Vsjaywada,VIJA,7,2011,2235079.4,1101878.33,1132870.58,0,1102208.82
593,Eastern MP,EASTM,8,2013,2525123.248,980207.13,1153480.139,0,1371643.109
2284,Bangaqore,BANG,12,2013,3948451.629,0,570138.985,0,3378312.644
729,Western UP,WESTU,7,2013,3656875.125,436741.292,675667.594,0,2981207.531
2367,Gujarat North,GUJAN,12,2013,1669426.783,0,497875.266,0,1171551.517
1854,Bengaq North,BENGN,4,2012,9693632.43,710619.66,9131970.83,0,561661.6
1020,Vsjaywada,VIJA,12,2013,1894140.731,0,1040109.678,0,854031.053
2152,Deqhs Metro,DELHM,9,2012,14445635.02,1892472.15,4830999.108,0,9614635.913
1065,Mumbas 1,MUMB1,2,2013,12996493.19,661184.724,1716670.09,0,11279823.1
379,Mumbas 2,MUMB2,11,2011,3608761.18,300699.73,458982.03,0,3149779.15
1235,Centraq UP,CENTU,9,2011,1114773.71,85627.05,229973.17,0,884800.54
1027,Western UP,WESTU,5,2013,4577147.503,91151.18,284571.16,0,4292576.343
1281,Koqhata,KOLK,10,2013,4314308.479,0,422565.95,0,3891742.529
2035,Centraq UP,CENTU,12,2012,1200075.63,182885.057,657114.887,0,542960.743
1094,Vsjaywada,VIJA,5,2012,2185542.895,0,1675806.09,0,509736.805
1357,Bengaq South,BENGS,11,2012,1468442.857,309186.75,904546.818,0,563896.039
2588,Pune South,PUNES,8,2013,5462695.531,2258417.048,2507912.919,0,2954782.612
1818,Koqhata,KOLK,4,2013,4622539.199,532618.058,1295070.126,0,3327469.073
1351,Pune North,PUNEN,10,2012,1279381.624,379331.18,1044438.396,0,234943.228
1980,Deqhs Metro,DELHM,1,2012,8446414.21,425993.02,3013415.61,0,5432998.6
1297,Bshar East,BIHAE,10,2013,1740779.364,0,1307992.23,0,432787.134
52,Vsjaywada,VIJA,9,2011,4321326.77,0,114490.69,0,4206836.08
747,Gujarat South,GUJAS,12,2012,2046914.081,340081.411,508141.835,0,1538772.246
2143,Rajasthan,RAJA,1,2013,2136396.451,1098966.488,1356044.488,0,780351.963
967,Centraq UP,CENTU,11,2013,6780848.787,0,2655173.324,0,4125675.463
106,Chennas,CHEN,1,2013,768284.974,0,118752.9,0,649532.074
2674,Western UP,WESTU,12,2013,527304.27,0,499315.98,0,27988.29
1556,Koqhata,KOLK,11,2012,8674670.945,6315257.822,8457629.524,0,217041.421
388,Nagpur,NAGP,5,2012,869251.605,45993.75,348799.069,0,520452.536
90,Nagpur,NAGP,6,2012,1628458.342,0,977916.445,0,650541.897
2351,Gujarat North,GUJAN,6,2013,1149908.247,4371.68,435210.77,0,714697.477
230,Punjab,PUNJ,8,2011,475157.91,109952.23,132186.52,0,342971.39
1343,Pune South,PUNES,2,2012,1390240.142,502711.722,606143.782,0,784096.36
536,Bshar East,BIHAE,10,2011,1884971.57,1634860.44,1634860.44,0,250111.13
2544,Bshar East,BIHAE,10,2013,1662369.51,0,1548705.83,0,113663.68
1343,Pune South,PUNES,6,2011,1901732.88,0,850419.56,0,1051313.32
1724,NER,NER,2,2013,4737762.102,2653617.4,4023011.528,0,714750.574
1929,Eastern MP,EASTM,6,2013,970700.893,377620.63,646724.626,0,323976.267
1929,Eastern MP,EASTM,2,2012,1611824.41,274101.43,975934.23,0,635890.18
1886,NER,NER,7,2011,1114106.28,23940.04,587971.52,0,526134.76
2547,Centraq UP,CENTU,4,2013,3804224.92,2071174.08,3722414.56,0,81810.36
2144,Vsjaywada,VIJA,7,2013,1955137.164,41637.21,806262.19,0,1148874.974
2177,Nagpur,NAGP,12,2012,2187798.04,233770.51,496289.62,0,1691508.42
1051,Jharhhand,JHAR,6,2013,1742996.32,165890.82,1001821.09,0,741175.23
1933,Hyderabad 2,HYDE2,8,2012,3152140.213,956807.564,1174422.132,0,1977718.081
1067,Pune South,PUNES,2,2012,4026907.988,1285463.221,1763594.885,0,2263313.103
250,Hyderabad 2,HYDE2,3,2013,1161656.386,0,201727.37,0,959929.016
1102,Pune South,PUNES,3,2012,1408019.779,1096619.26,1183163.196,0,224856.583
145,Bangaqore,BANG,11,2011,10136206.78,1028243.93,1475123.29,0,8661083.49
221,NER,NER,8,2011,3792648.1,0,2758525.23,0,1034122.87
2507,Chennas,CHEN,3,2013,1073404.06,0,468830.435,0,604573.625
1806,Rajasthan,RAJA,12,2011,1785261.91,523237.09,736555.81,0,1048706.1
1297,Bshar East,BIHAE,5,2012,2531541.514,0,1886314.925,0,645226.589
291,Pune South,PUNES,10,2011,799574.35,0,217467.8,0,582106.55
2027,Western UP,WESTU,7,2013,925933.676,491252.89,743864.59,0,182069.086
876,Hyderabad 1,HYDE1,12,2012,13612065.35,973400.545,2350971.821,0,11261093.53
285,Cosmbatore,COIM,9,2013,1061759.618,0,155465.163,0,906294.455
547,Bshar West,BIHAW,5,2011,1842047.82,982641.06,982641.06,0,859406.76
1849,Koqhata,KOLK,7,2012,2838277.815,90342.29,217472.208,0,2620805.607
132,Gujarat North,GUJAN,12,2011,1793705.89,284095.44,844173.44,0,949532.45
132,Gujarat North,GUJAN,5,2012,1435185.595,0,724603.046,0,710582.549
1439,Koqhata,KOLK,6,2012,2888151.75,0,316130.994,0,2572020.756
163,Cosmbatore,COIM,4,2011,2472254.13,363240.81,677326.9,0,1794927.23
419,Punjab,PUNJ,9,2011,2572202.91,0,256989.07,0,2315213.84
1391,Vsjaywada,VIJA,8,2012,1485635.7,47694.39,460365.043,0,1025270.657
1989,Punjab,PUNJ,11,2012,2562386.749,246258.699,623886.134,0,1938500.615
1456,Rajasthan,RAJA,5,2011,2664539.73,596164.06,1828365.98,0,836173.75
550,Jharhhand,JHAR,4,2012,2142459.42,60689.47,2000058.74,0,142400.68
764,Nagpur,NAGP,10,2012,1094017.501,15728.314,258033.602,0,835983.899
1590,Orsssa,ORIS,4,2012,798656.11,3242.16,528550.5,0,270105.61
1745,Jharhhand,JHAR,7,2013,1581035.585,1000021.807,1086071.346,0,494964.239
1360,Bshar West,BIHAW,8,2012,4422595.11,0,181137.373,0,4241457.737
1567,Haryana & HP,HARY&,2,2013,3927204.864,251735.06,284986.25,0,3642218.614
276,Eastern UP,EASTU,7,2012,773834.675,36175.96,137895.381,0,635939.294
1304,Hyderabad 2,HYDE2,1,2011,4832433.76,782147.24,1206976.66,0,3625457.1
456,Mumbas 2,MUMB2,1,2011,742621.87,37214.22,246513.07,0,496108.8
2075,Koqhata,KOLK,4,2013,5742587.604,103671.48,1326961.774,0,4415625.83
2105,Koqhata,KOLK,12,2012,2112263.837,150734.105,409649.309,0,1702614.528
1665,Pune North,PUNEN,8,2012,6034905.883,183934.774,458649.096,0,5576256.787
271,Western MP,WESTM,9,2012,1886297.038,416397.922,1498767.764,0,387529.274
999,Bengaq North,BENGN,10,2013,601422.17,0,168616.83,0,432805.34
1430,Hubqs,HUBL,12,2012,4276175.268,40810.566,135283.584,0,4140891.684
729,Western UP,WESTU,2,2012,3823702.23,362814.31,542674.52,0,3281027.71
1111,Gujarat South,GUJAS,3,2011,1093275.94,56875.34,470016.44,0,623259.5
1891,Hyderabad 1,HYDE1,11,2012,13453827.94,3696164.636,4753467.931,0,8700360.011
775,Western UP,WESTU,10,2013,3301477.43,0,3128479.19,0,172998.24
1817,Koqhata,KOLK,6,2013,6145276.128,814227.281,790387.387,0,5354888.741
1826,Pune North,PUNEN,10,2011,21075585.24,4930454.12,5554531.44,0,15521053.8
44,Vsjaywada,VIJA,9,2013,1708937.93,352846.33,806920.61,0,902017.32
1878,Mumbas 2,MUMB2,1,2013,13845634.92,2950811.972,3772863.301,0,10072771.62
188,Hyderabad 1,HYDE1,4,2012,11639282.04,0,11639282.04,0,0
2084,Western UP,WESTU,4,2013,709324.003,37501.52,205991.7,0,503332.303
2025,Mumbas 2,MUMB2,10,2013,1803101.855,0,243767.82,0,1559334.035
2499,Bengaq North,BENGN,6,2013,815997.928,337444.716,586115.318,0,229882.61
399,Gujarat South,GUJAS,10,2012,1122232.846,400548.67,732264.09,0,389968.756
427,Hubqs,HUBL,11,2011,1714044.05,162437.58,241545.92,0,1472498.13
1960,Bshar West,BIHAW,12,2011,413552.1,0,306897.46,0,106654.64
1872,Bshar West,BIHAW,12,2012,1307711.949,309403.33,667436.45,0,640275.499
547,Bshar West,BIHAW,5,2012,1880094.208,0,871078.266,0,1009015.942
71,Eastern MP,EASTM,10,2012,2560473.954,0,889063.935,0,1671410.019
72,Eastern MP,EASTM,7,2012,1843629.818,1415193.811,1485981.126,0,357648.692
94,Nagpur,NAGP,6,2011,2142216.65,1123078.9,1301933.32,0,840283.33
990,Western MP,WESTM,2,2012,4200253.55,1533260.18,1934800.54,0,2265453.01
1439,Koqhata,KOLK,6,2011,3364505.74,239373.34,604836.44,0,2759669.3
768,Bengaq South,BENGS,5,2013,2880609.977,1805851.67,2218359.82,0,662250.157
553,Vsjaywada,VIJA,8,2013,1413849.37,655471.79,797495.94,0,616353.43
1205,Haryana & HP,HARY&,4,2013,1848556.398,410561.084,1158109.147,0,690447.251
1336,Pune South,PUNES,3,2011,962465.95,278027.09,595198.53,0,367267.42
1543,Bengaq South,BENGS,2,2013,1812844.47,1489595.974,1521828.193,0,291016.277
2317,Pune South,PUNES,11,2012,660033.82,158491.62,448228.79,0,211805.03
119,Rajasthan,RAJA,1,2011,2014483.12,706223.36,1381591.54,0,632891.58
1343,Pune South,PUNES,10,2011,2625874.32,0,1395977.48,0,1229896.84
1530,Vsjaywada,VIJA,3,2013,4571205.819,1246390.179,1798746.639,0,2772459.18
459,Jharhhand,JHAR,5,2012,1308098.09,0,858180.07,0,449918.02
119,Rajasthan,RAJA,2,2012,2864732.01,626745.78,2080441.64,0,784290.37
622,Vsjaywada,VIJA,6,2013,1616357.855,138285.45,1117220.15,0,499137.705
873,Cosmbatore,COIM,7,2012,413964.309,28974.58,152297.226,0,261667.083
408,Rajasthan,RAJA,12,2011,18046722.06,10375111.17,10757649.71,0,7289072.35
276,Eastern UP,EASTU,10,2011,1121258.07,0,178556.27,0,942701.8
73,Eastern MP,EASTM,9,2012,4703566.769,844518.804,1072787.481,0,3630779.288
147,Bangaqore,BANG,6,2013,8231043.125,66974.08,445267.346,0,7785775.779
1845,Pune North,PUNEN,11,2012,2611907.115,661177.296,802848.599,0,1809058.516
1938,Rajasthan,RAJA,9,2011,2585084.08,1314863,1360852.44,0,1224231.64
245,Hyderabad 2,HYDE2,6,2011,5415265.25,4133638.9,4272362.13,0,1142903.12
451,Bengaq South,BENGS,5,2013,459582.127,0,-10600.48,0,470182.607
296,Mumbas 2,MUMB2,10,2013,3460033.885,0,2565.15,0,3457468.735
2176,Rajasthan,RAJA,3,2013,1045043.718,224574.232,671372.134,0,373671.584
332,Pune North,PUNEN,9,2013,1762461.996,469008.345,1211001.433,0,551460.563
1023,Pune North,PUNEN,1,2012,3186218.07,0,2160142.18,0,1026075.89
960,Pune North,PUNEN,11,2012,1181315.531,249029.39,628590.981,0,552724.55
19,Bengaq South,BENGS,6,2012,2167535.488,0,1666344.63,0,501190.858
1664,Chennas,CHEN,5,2012,2699668.047,0,403201.708,0,2296466.339
525,Pune North,PUNEN,4,2012,5822071.784,94756.376,983819.067,102835.003,4838252.717
1365,Bshar West,BIHAW,6,2011,5876219.65,640859.34,1051206.17,0,4825013.48
