asm_area_code,customer_code,Year,Month,Retailers,Invoices,Retailers_Univ,EC
EASTU,2013,2012,8,57,64,96,0.59375
EASTU,2013,2012,9,49,52,96,0.510416667
EASTU,2068,2012,3,106,124,106,1.0
EASTU,2068,2012,4,132,241,132,1.0
EASTU,2068,2012,5,134,300,137,0.97810219
EASTU,2068,2012,6,135,243,137,0.98540146
EASTU,2068,2012,7,134,212,137,0.97810219
EASTU,2068,2012,8,135,248,137,0.98540146
EASTU,2068,2012,9,132,221,136,0.970588235
EASTU,2068,2012,10,136,339,137,0.99270073
EASTU,2068,2012,11,134,179,137,0.97810219
EASTU,2068,2012,12,135,205,137,0.98540146
EASTU,2068,2013,1,137,484,137,1.0
EASTU,2068,2013,2,137,556,137,1.0
EASTU,2068,2013,3,137,313,137,1.0
EASTU,2068,2013,4,137,531,137,1.0
EASTU,2068,2013,5,137,655,137,1.0
EASTU,2068,2013,6,137,508,137,1.0
EASTU,2068,2013,7,134,479,137,0.97810219
EASTU,2068,2013,8,137,642,137,1.0
EASTU,2068,2013,9,135,458,137,0.98540146
EASTU,2068,2013,10,134,432,137,0.97810219
EASTU,2068,2013,11,136,523,138,0.985507246
EASTU,2068,2013,12,135,423,137,0.98540146
EASTU,2303,2012,9,171,281,171,1.0
EASTU,2303,2012,10,231,359,231,1.0
EASTU,2303,2012,11,231,286,231,1.0
EASTU,2303,2012,12,232,364,232,1.0
EASTU,2303,2013,1,232,498,232,1.0
EASTU,2303,2013,2,232,543,232,1.0
EASTU,2303,2013,3,232,500,232,1.0
EASTU,2303,2013,4,232,664,232,1.0
EASTU,2303,2013,5,232,719,232,1.0
EASTU,2303,2013,6,232,631,232,1.0
EASTU,2303,2013,7,232,562,232,1.0
EASTU,2303,2013,8,232,827,232,1.0
EASTU,2303,2013,9,232,711,232,1.0
EASTU,2303,2013,10,232,668,232,1.0
EASTU,2303,2013,11,232,925,232,1.0
EASTU,2303,2013,12,232,852,232,1.0
EASTU,2413,2012,12,97,114,97,1.0
EASTU,2413,2013,1,103,235,103,1.0
EASTU,2413,2013,2,103,221,103,1.0
EASTU,2413,2013,3,99,236,103,0.961165049
EASTU,2413,2013,4,103,270,103,1.0
EASTU,2413,2013,5,103,315,103,1.0
EASTU,2413,2013,6,103,271,103,1.0
EASTU,2413,2013,7,103,273,103,1.0
EASTU,2413,2013,8,103,348,103,1.0
EASTU,2413,2013,9,103,373,103,1.0
EASTU,2413,2013,10,102,169,103,0.990291262
EASTU,2413,2013,11,103,264,103,1.0
EASTU,2413,2013,12,103,266,103,1.0
EASTU,2463,2012,12,23,25,23,1.0
EASTU,2463,2013,1,1895,2471,1957,0.968318855
EASTU,2463,2013,2,1626,2200,2453,0.662861802
EASTU,2463,2013,3,1178,1537,2620,0.449618321
EASTU,2463,2013,4,1704,2643,2507,0.679696849
EASTU,2463,2013,5,1553,2357,2390,0.649790795
EASTU,2463,2013,6,1499,2296,2163,0.693018955
EASTU,2463,2013,7,1023,1620,2288,0.447115385
EASTU,2463,2013,8,1173,2101,2066,0.567763795
EASTU,2463,2013,9,1114,1837,1320,0.8439393940000001
EASTU,2463,2013,10,1104,1887,1315,0.8395437259999999
EASTU,2463,2013,11,1147,2304,1295,0.8857142859999999
EASTU,2463,2013,12,1125,2240,1279,0.8795934320000001
GUJAN,131,2011,4,210,485,210,1.0
GUJAN,131,2011,5,210,517,210,1.0
GUJAN,131,2011,6,208,384,210,0.99047619
GUJAN,131,2011,7,210,359,210,1.0
GUJAN,131,2011,8,210,434,210,1.0
GUJAN,131,2011,9,209,342,210,0.995238095
GUJAN,131,2011,10,210,416,210,1.0
GUJAN,131,2011,11,210,322,210,1.0
GUJAN,131,2011,12,208,427,210,0.99047619
GUJAN,131,2012,1,209,421,210,0.995238095
GUJAN,131,2012,2,210,464,210,1.0
GUJAN,131,2012,3,198,442,210,0.942857143
GUJAN,131,2012,4,210,521,212,0.990566038
GUJAN,131,2012,5,209,494,210,0.995238095
GUJAN,131,2012,6,210,628,212,0.990566038
GUJAN,131,2012,7,207,380,211,0.981042654
GUJAN,131,2012,8,204,363,210,0.971428571
GUJAN,131,2012,9,206,461,207,0.995169082
GUJAN,131,2012,10,207,318,207,1.0
GUJAN,131,2012,11,206,268,207,0.995169082
GUJAN,131,2012,12,207,281,207,1.0
GUJAN,131,2013,1,210,368,210,1.0
GUJAN,131,2013,2,210,467,211,0.995260664
GUJAN,131,2013,3,208,507,211,0.985781991
GUJAN,131,2013,4,211,597,211,1.0
GUJAN,131,2013,5,211,818,211,1.0
GUJAN,131,2013,6,211,567,211,1.0
GUJAN,131,2013,7,211,651,211,1.0
GUJAN,131,2013,8,212,728,212,1.0
GUJAN,131,2013,9,212,698,212,1.0
GUJAN,131,2013,10,212,576,212,1.0
GUJAN,131,2013,11,212,907,212,1.0
GUJAN,131,2013,12,212,878,212,1.0
GUJAN,132,2011,4,326,837,348,0.936781609
GUJAN,132,2011,5,321,830,337,0.952522255
GUJAN,132,2011,6,332,834,333,0.996996997
GUJAN,132,2011,7,323,833,333,0.96996997
GUJAN,132,2011,8,320,655,334,0.958083832
GUJAN,132,2011,9,327,760,335,0.976119403
GUJAN,132,2011,10,322,828,334,0.964071856
GUJAN,132,2011,11,312,650,331,0.942598187
GUJAN,132,2011,12,318,822,325,0.978461538
GUJAN,132,2012,1,318,763,324,0.981481481
GUJAN,132,2012,2,316,764,323,0.978328173
GUJAN,132,2012,3,287,691,326,0.8803680979999999
GUJAN,132,2012,4,327,786,338,0.967455621
GUJAN,132,2012,5,325,932,338,0.961538462
GUJAN,132,2012,6,333,1099,342,0.973684211
GUJAN,132,2012,7,321,804,340,0.944117647
GUJAN,132,2012,8,300,680,340,0.882352941
GUJAN,132,2012,9,333,903,338,0.985207101
GUJAN,132,2012,10,337,746,339,0.994100295
GUJAN,132,2012,11,325,684,339,0.958702065
GUJAN,132,2012,12,324,902,341,0.950146628
GUJAN,132,2013,1,341,1096,342,0.997076023
GUJAN,132,2013,2,335,1064,342,0.979532164
GUJAN,132,2013,3,335,1038,342,0.979532164
GUJAN,132,2013,4,337,1037,337,1.0
GUJAN,132,2013,5,339,1443,340,0.997058824
GUJAN,132,2013,6,340,1212,340,1.0
GUJAN,132,2013,7,340,1068,340,1.0
GUJAN,132,2013,8,339,1247,340,0.997058824
GUJAN,132,2013,9,340,1431,340,1.0
GUJAN,132,2013,10,328,985,340,0.964705882
GUJAN,132,2013,11,340,1251,340,1.0
GUJAN,132,2013,12,336,1125,340,0.988235294
GUJAN,133,2011,4,450,1221,454,0.991189427
GUJAN,133,2011,5,449,1252,454,0.988986784
GUJAN,133,2011,6,405,964,453,0.894039735
GUJAN,133,2011,7,443,1213,454,0.975770925
GUJAN,133,2011,8,1,1,449,0.002227171
GUJAN,137,2011,4,352,1095,352,1.0
GUJAN,137,2011,5,351,1008,352,0.997159091
GUJAN,137,2011,6,349,937,352,0.991477273
GUJAN,137,2011,7,345,863,351,0.982905983
GUJAN,137,2011,8,351,909,354,0.991525424
GUJAN,137,2011,9,347,960,361,0.961218837
GUJAN,137,2011,10,356,916,363,0.980716253
GUJAN,137,2011,11,344,970,359,0.95821727
GUJAN,137,2011,12,358,1146,362,0.988950276
GUJAN,137,2012,1,354,934,362,0.977900552
GUJAN,137,2012,2,346,935,365,0.947945205
GUJAN,137,2012,3,304,792,360,0.8444444440000001
GUJAN,137,2012,4,351,1191,363,0.966942149
GUJAN,137,2012,5,344,851,361,0.952908587
GUJAN,137,2012,6,350,937,359,0.974930362
GUJAN,137,2012,7,353,988,359,0.983286908
GUJAN,137,2012,8,340,893,359,0.947075209
GUJAN,137,2012,9,342,918,355,0.963380282
GUJAN,137,2012,10,349,801,352,0.991477273
GUJAN,137,2012,11,343,843,353,0.971671388
GUJAN,137,2012,12,352,930,353,0.997167139
GUJAN,137,2013,1,354,905,354,1.0
GUJAN,137,2013,2,336,875,358,0.938547486
GUJAN,137,2013,3,324,736,361,0.897506925
GUJAN,137,2013,4,380,1023,389,0.976863753
GUJAN,137,2013,5,349,995,388,0.8994845359999999
GUJAN,137,2013,6,385,1222,389,0.989717224
GUJAN,137,2013,7,355,875,391,0.907928389
GUJAN,137,2013,8,383,1062,399,0.959899749
GUJAN,137,2013,9,368,1318,404,0.910891089
GUJAN,137,2013,10,328,969,404,0.811881188
GUJAN,137,2013,11,344,1293,373,0.922252011
GUJAN,137,2013,12,347,1376,352,0.985795455
GUJAN,139,2011,4,802,1993,908,0.883259912
GUJAN,139,2011,5,805,1891,924,0.8712121209999999
GUJAN,139,2011,6,759,1823,925,0.820540541
GUJAN,139,2011,7,915,1980,1033,0.885769603
GUJAN,139,2011,8,142,142,1020,0.139215686
GUJAN,470,2011,4,849,2072,898,0.945434298
GUJAN,470,2011,5,836,1898,909,0.919691969
GUJAN,470,2011,6,803,1676,921,0.8718783929999999
GUJAN,470,2011,7,808,1853,940,0.8595744679999999
GUJAN,470,2011,8,779,1678,948,0.8217299579999999
GUJAN,470,2011,9,807,2000,946,0.853065539
GUJAN,470,2011,10,805,2288,947,0.850052798
GUJAN,470,2011,11,853,1576,945,0.902645503
GUJAN,470,2011,12,882,2422,972,0.907407407
GUJAN,470,2012,1,897,2133,973,0.921891059
GUJAN,470,2012,2,889,2036,980,0.907142857
GUJAN,470,2012,3,725,1547,966,0.750517598
GUJAN,470,2012,4,938,2343,976,0.961065574
GUJAN,470,2012,5,933,2165,981,0.951070336
GUJAN,470,2012,6,889,2272,989,0.898887765
GUJAN,470,2012,7,920,2253,971,0.947476828
GUJAN,470,2012,8,916,1992,965,0.949222798
GUJAN,470,2012,9,922,2237,952,0.968487395
GUJAN,470,2012,10,955,2185,958,0.996868476
GUJAN,470,2012,11,920,1890,959,0.959332638
GUJAN,470,2012,12,920,2204,966,0.952380952
GUJAN,470,2013,1,961,2228,978,0.982617587
GUJAN,470,2013,2,951,1936,979,0.971399387
GUJAN,470,2013,3,924,1772,974,0.948665298
GUJAN,470,2013,4,919,2016,977,0.940634596
GUJAN,470,2013,5,936,2185,993,0.942598187
GUJAN,470,2013,6,913,2317,989,0.923154702
GUJAN,470,2013,7,612,1420,980,0.624489796
GUJAN,470,2013,8,613,1331,950,0.645263158
GUJAN,470,2013,9,712,1833,774,0.919896641
GUJAN,470,2013,10,627,1433,766,0.8185378590000001
GUJAN,470,2013,11,747,1681,817,0.914320685
GUJAN,470,2013,12,775,1885,844,0.918246445
GUJAN,629,2011,4,755,2658,860,0.877906977
GUJAN,629,2011,5,744,2402,830,0.896385542
GUJAN,629,2011,6,686,2044,824,0.832524272
GUJAN,629,2011,7,796,2622,844,0.943127962
GUJAN,629,2011,8,769,2299,862,0.8921113690000001
GUJAN,629,2011,9,738,1993,889,0.830146232
GUJAN,629,2011,10,844,2627,884,0.954751131
GUJAN,629,2011,11,727,1975,877,0.828962372
GUJAN,629,2011,12,806,2645,876,0.920091324
GUJAN,629,2012,1,800,2259,869,0.920598389
GUJAN,629,2012,2,833,2462,899,0.926585095
GUJAN,629,2012,3,697,1966,898,0.776169265
GUJAN,629,2012,4,875,2705,928,0.942887931
GUJAN,629,2012,5,776,2507,920,0.8434782609999999
GUJAN,629,2012,6,843,2388,924,0.912337662
GUJAN,629,2012,7,775,2462,912,0.849780702
GUJAN,629,2012,8,814,2320,907,0.897464168
GUJAN,629,2012,9,942,2480,958,0.983298539
GUJAN,629,2012,10,969,2438,972,0.99691358
GUJAN,629,2012,11,736,2000,984,0.74796748
GUJAN,629,2012,12,844,2347,991,0.851664985
GUJAN,629,2013,1,836,2351,935,0.8941176470000001
GUJAN,629,2013,2,846,2075,931,0.908700322
GUJAN,629,2013,3,722,1949,923,0.782231853
GUJAN,629,2013,4,796,2431,910,0.874725275
GUJAN,629,2013,5,783,2150,908,0.862334802
GUJAN,629,2013,6,800,2130,924,0.865800866
GUJAN,629,2013,7,836,2419,934,0.8950749459999999
GUJAN,629,2013,8,831,2466,929,0.894510226
GUJAN,629,2013,9,795,2506,911,0.8726673979999999
GUJAN,629,2013,10,766,2019,909,0.842684268
GUJAN,629,2013,11,927,3155,940,0.986170213
GUJAN,629,2013,12,910,3008,944,0.963983051
GUJAN,636,2011,4,875,2313,912,0.959429825
GUJAN,636,2011,5,873,2268,929,0.939720129
GUJAN,636,2011,6,868,2218,937,0.926360726
GUJAN,636,2011,7,896,2241,962,0.931392931
GUJAN,636,2011,8,873,2399,960,0.909375
GUJAN,636,2011,9,885,2254,959,0.922836288
GUJAN,636,2011,10,898,2419,964,0.93153527
GUJAN,636,2011,11,834,1818,961,0.8678459940000001
GUJAN,636,2011,12,1015,2677,1056,0.961174242
GUJAN,636,2012,1,1013,2423,1122,0.90285205
GUJAN,636,2012,2,1020,2584,1160,0.879310345
GUJAN,636,2012,3,966,1979,1250,0.7728
GUJAN,636,2012,4,1104,2837,1293,0.8538283059999999
GUJAN,636,2012,5,1108,2642,1310,0.845801527
GUJAN,636,2012,6,1207,2751,1340,0.900746269
GUJAN,636,2012,7,1144,2827,1360,0.8411764709999999
GUJAN,636,2012,8,1153,2577,1359,0.8484179540000001
GUJAN,636,2012,9,1217,2896,1301,0.935434281
GUJAN,636,2012,10,1228,3089,1345,0.913011152
GUJAN,636,2012,11,1121,1817,1390,0.80647482
GUJAN,636,2012,12,1211,2937,1393,0.8693467340000001
GUJAN,636,2013,1,1244,2787,1433,0.868108863
GUJAN,636,2013,2,1291,2683,1475,0.875254237
GUJAN,636,2013,3,1356,2438,1710,0.792982456
GUJAN,636,2013,4,1490,3642,1724,0.864269142
GUJAN,636,2013,5,1493,3277,1752,0.85216895
GUJAN,636,2013,6,1294,3498,1736,0.745391705
GUJAN,636,2013,7,838,1771,1594,0.525721455
GUJAN,636,2013,8,814,1923,1399,0.581844174
GUJAN,636,2013,9,790,1744,994,0.794768612
GUJAN,1101,2011,4,283,825,287,0.986062718
GUJAN,1101,2011,5,282,895,287,0.982578397
GUJAN,1101,2011,6,261,776,287,0.909407666
GUJAN,1101,2011,7,278,972,287,0.968641115
GUJAN,1101,2011,8,276,720,284,0.971830986
GUJAN,1101,2011,9,252,718,284,0.887323944
GUJAN,1101,2011,10,284,970,286,0.993006993
GUJAN,1101,2011,11,253,709,286,0.884615385
GUJAN,1101,2011,12,273,1073,286,0.954545455
GUJAN,1101,2012,1,271,896,286,0.947552448
GUJAN,1101,2012,2,259,668,287,0.902439024
GUJAN,1101,2012,3,237,427,286,0.8286713290000001
GUJAN,1101,2012,4,274,884,285,0.961403509
GUJAN,1101,2012,5,275,839,286,0.961538462
GUJAN,1101,2012,6,246,571,288,0.854166667
GUJAN,1101,2012,7,273,819,285,0.957894737
GUJAN,1101,2012,8,273,759,288,0.947916667
GUJAN,1101,2012,9,260,644,289,0.8996539790000001
GUJAN,1101,2012,10,212,451,286,0.7412587409999999
GUJAN,1101,2012,11,221,543,286,0.772727273
GUJAN,1101,2012,12,249,570,280,0.889285714
GUJAN,1101,2013,1,229,557,285,0.803508772
GUJAN,1101,2013,2,211,462,279,0.7562724009999999
GUJAN,1101,2013,3,192,340,266,0.721804511
GUJAN,1101,2013,4,264,600,283,0.932862191
GUJAN,1101,2013,5,244,514,295,0.827118644
GUJAN,1101,2013,6,262,595,314,0.834394904
GUJAN,1101,2013,7,236,487,307,0.768729642
GUJAN,1101,2013,8,267,610,315,0.847619048
GUJAN,1101,2013,9,291,717,325,0.895384615
GUJAN,1101,2013,10,292,640,333,0.876876877
GUJAN,1101,2013,11,302,787,338,0.8934911240000001
GUJAN,1101,2013,12,294,727,345,0.852173913
GUJAN,1268,2011,4,943,2021,1073,0.878844362
GUJAN,1268,2011,5,930,2125,1080,0.8611111109999999
GUJAN,1268,2011,6,800,1665,1052,0.760456274
GUJAN,1268,2011,7,926,1937,1060,0.8735849059999999
GUJAN,1268,2011,8,980,1963,1065,0.920187793
GUJAN,1268,2011,9,943,2002,1089,0.865932048
GUJAN,1268,2011,10,1001,2098,1111,0.900990099
GUJAN,1268,2011,11,870,1665,1085,0.801843318
GUJAN,1268,2011,12,1105,2482,1205,0.917012448
GUJAN,1268,2012,1,1223,2872,1386,0.882395382
GUJAN,1268,2012,2,1230,3027,1485,0.828282828
GUJAN,1268,2012,3,1156,1990,1708,0.676814988
GUJAN,1268,2012,4,1503,3715,1760,0.8539772729999999
GUJAN,1268,2012,5,1155,3016,1756,0.657744875
GUJAN,1268,2012,6,1384,2896,1756,0.7881548970000001
GUJAN,1268,2012,7,1372,3350,1655,0.8290030209999999
GUJAN,1268,2012,8,1187,2819,1768,0.67138009
GUJAN,1268,2012,9,1155,3443,1653,0.698729583
GUJAN,1268,2012,10,1167,2995,1501,0.7774816790000001
GUJAN,1268,2012,11,1213,2266,1434,0.845885635
GUJAN,1268,2012,12,1350,2976,1560,0.865384615
GUJAN,1268,2013,1,1528,3328,1682,0.908442331
GUJAN,1268,2013,2,1438,3417,1752,0.8207762559999999
GUJAN,1268,2013,3,1299,2863,1764,0.736394558
GUJAN,1268,2013,4,1337,3184,1652,0.809322034
GUJAN,1268,2013,5,1328,4723,1643,0.8082775409999999
GUJAN,1268,2013,6,1327,4385,1580,0.8398734179999999
GUJAN,1268,2013,7,1264,3509,1341,0.942580164
GUJAN,1268,2013,8,1273,4016,1334,0.954272864
GUJAN,1268,2013,9,1327,3930,1345,0.9866171
GUJAN,1268,2013,10,1136,2681,1343,0.845867461
GUJAN,1268,2013,11,1311,5408,1336,0.981287425
GUJAN,1268,2013,12,1322,5096,1335,0.990262172
GUJAN,1302,2011,4,715,1190,842,0.849168646
GUJAN,1302,2011,5,760,1264,830,0.915662651
GUJAN,1302,2011,6,667,1290,834,0.799760192
GUJAN,1302,2011,7,767,1420,859,0.8928987190000001
GUJAN,1302,2011,8,743,1416,851,0.8730904820000001
GUJAN,1302,2011,9,735,1416,856,0.85864486
GUJAN,1302,2011,10,806,1750,862,0.935034803
GUJAN,1302,2011,11,682,1095,857,0.7957993
GUJAN,1302,2011,12,888,1423,943,0.941675504
GUJAN,1302,2012,1,858,1627,1069,0.80261927
GUJAN,1302,2012,2,196,205,1084,0.180811808
GUJAN,1302,2012,3,815,1481,1096,0.743613139
GUJAN,1302,2012,4,992,1856,1138,0.871704745
GUJAN,1302,2012,5,1077,1966,1212,0.888613861
GUJAN,1302,2012,6,916,1784,1201,0.762697752
GUJAN,1302,2012,7,1070,1776,1232,0.868506494
GUJAN,1302,2012,8,840,1445,1184,0.7094594590000001
GUJAN,1302,2012,9,1003,1844,1180,0.85
GUJAN,1302,2012,10,1070,2176,1185,0.902953586
GUJAN,1302,2012,11,1085,1697,1171,0.926558497
GUJAN,1302,2012,12,1079,1818,1221,0.883701884
GUJAN,1302,2013,1,1098,2001,1266,0.867298578
GUJAN,1302,2013,2,1047,2181,1263,0.828978622
GUJAN,1302,2013,3,962,2198,1235,0.778947368
GUJAN,1302,2013,4,1024,2906,1208,0.847682119
GUJAN,1302,2013,5,1051,1848,1183,0.888419273
GUJAN,1302,2013,6,980,1967,1158,0.8462867009999999
GUJAN,1302,2013,7,484,836,1113,0.4348607370000001
GUJAN,1302,2013,8,6,6,1042,0.005758157
GUJAN,1321,2011,4,552,1078,684,0.807017544
GUJAN,1321,2011,5,523,978,686,0.7623906709999999
GUJAN,1321,2011,6,579,1180,707,0.8189533240000001
GUJAN,1321,2011,7,584,1176,693,0.8427128429999999
GUJAN,1321,2011,8,569,1173,694,0.819884726
GUJAN,1321,2011,9,643,1270,724,0.888121547
GUJAN,1321,2011,10,724,1570,783,0.924648787
GUJAN,1321,2011,11,534,1025,785,0.680254777
GUJAN,1321,2011,12,674,1378,786,0.857506361
GUJAN,1321,2012,1,592,1179,740,0.8
GUJAN,1321,2012,2,614,1303,738,0.83197832
GUJAN,1321,2012,3,557,1083,703,0.792318634
GUJAN,1321,2012,4,553,1159,714,0.774509804
GUJAN,1321,2012,5,629,1256,737,0.853459973
GUJAN,1321,2012,6,580,1394,749,0.774365821
GUJAN,1321,2012,7,656,1493,775,0.8464516129999999
GUJAN,1321,2012,8,555,1233,774,0.717054264
GUJAN,1321,2012,9,716,1463,797,0.898368883
GUJAN,1321,2012,10,683,1195,840,0.8130952379999999
GUJAN,1321,2012,11,425,720,825,0.515151515
GUJAN,1321,2012,12,632,1178,795,0.794968553
GUJAN,1321,2013,1,649,1255,781,0.830985915
GUJAN,1321,2013,2,600,1075,804,0.746268657
GUJAN,1321,2013,3,612,1049,789,0.7756653990000001
GUJAN,1321,2013,4,613,1093,756,0.810846561
GUJAN,1321,2013,5,637,1130,755,0.8437086090000001
GUJAN,1321,2013,6,682,1103,757,0.900924703
GUJAN,1321,2013,7,518,1041,783,0.66155811
GUJAN,1321,2013,8,584,1348,779,0.7496790759999999
GUJAN,1321,2013,9,666,1433,709,0.939351199
GUJAN,1321,2013,10,514,947,713,0.7208976159999999
GUJAN,1321,2013,11,540,1244,723,0.746887967
GUJAN,1321,2013,12,576,1318,692,0.832369942
GUJAN,1448,2011,4,663,1855,702,0.944444444
GUJAN,1448,2011,5,670,1732,697,0.961262554
GUJAN,1448,2011,6,620,1446,700,0.8857142859999999
GUJAN,1448,2011,7,652,1694,716,0.910614525
GUJAN,1448,2011,8,627,1606,703,0.8918918920000001
GUJAN,1448,2011,9,645,1526,694,0.929394813
GUJAN,1448,2011,10,691,1933,708,0.975988701
GUJAN,1448,2011,11,643,1719,706,0.910764873
GUJAN,1448,2011,12,652,2126,697,0.93543759
GUJAN,1448,2012,1,648,1698,682,0.950146628
GUJAN,1448,2012,2,644,1650,679,0.948453608
GUJAN,1448,2012,3,572,1281,680,0.8411764709999999
GUJAN,1448,2012,4,670,1996,707,0.947666195
GUJAN,1448,2012,5,608,1552,708,0.858757062
GUJAN,1448,2012,6,625,1810,692,0.903179191
GUJAN,1448,2012,7,658,1823,689,0.955007257
GUJAN,1448,2012,8,599,1366,693,0.864357864
GUJAN,1448,2012,9,669,1835,693,0.965367965
GUJAN,1448,2012,10,581,1406,685,0.8481751820000001
GUJAN,1448,2012,11,651,1414,687,0.947598253
GUJAN,1448,2012,12,598,1558,688,0.869186047
GUJAN,1448,2013,1,686,2044,718,0.955431755
GUJAN,1448,2013,2,683,1566,726,0.94077135
GUJAN,1448,2013,3,544,1229,721,0.7545076279999999
GUJAN,1448,2013,4,601,1585,709,0.847672779
GUJAN,1448,2013,5,547,1328,642,0.852024922
GUJAN,1448,2013,6,708,2007,712,0.994382022
GUJAN,1448,2013,7,209,240,711,0.29395218
GUJAN,1574,2011,4,637,1805,688,0.925872093
GUJAN,1574,2011,5,651,1811,703,0.926031294
GUJAN,1574,2011,6,547,1479,694,0.7881844379999999
GUJAN,1574,2011,7,705,2070,713,0.988779804
GUJAN,1574,2011,8,633,1841,718,0.8816155990000001
GUJAN,1574,2011,9,554,1518,719,0.770514604
GUJAN,1574,2011,10,671,1959,712,0.94241573
GUJAN,1574,2011,11,546,1224,708,0.7711864409999999
GUJAN,1574,2011,12,677,2232,723,0.93637621
GUJAN,1574,2012,1,634,1861,746,0.849865952
GUJAN,1574,2012,2,700,1844,781,0.896286812
GUJAN,1574,2012,3,612,1191,828,0.739130435
GUJAN,1574,2012,4,1,1,803,0.00124533
GUJAN,1574,2012,5,756,2095,832,0.908653846
GUJAN,1574,2012,6,831,2282,882,0.942176871
GUJAN,1574,2012,7,729,1908,901,0.8091009990000001
GUJAN,1574,2012,8,767,1811,965,0.794818653
GUJAN,1574,2012,9,727,1779,919,0.791077258
GUJAN,1574,2012,10,804,1781,936,0.8589743590000001
GUJAN,1574,2012,11,775,1538,889,0.8717660290000001
GUJAN,1574,2012,12,599,1562,891,0.6722783390000001
GUJAN,1574,2013,1,802,1853,905,0.886187845
GUJAN,1574,2013,2,745,1762,925,0.805405405
GUJAN,1574,2013,3,682,1360,1109,0.61496844
GUJAN,1574,2013,4,875,2284,1147,0.762859634
GUJAN,1574,2013,5,1275,3128,1350,0.944444444
GUJAN,1574,2013,6,1278,3289,1452,0.880165289
GUJAN,1574,2013,7,1144,2503,1746,0.6552119129999999
GUJAN,1574,2013,8,1398,3726,1843,0.7585458490000001
GUJAN,1574,2013,9,1387,4429,1533,0.904761905
GUJAN,1574,2013,10,1122,2642,1505,0.74551495
GUJAN,1574,2013,11,1509,5306,1529,0.986919555
GUJAN,1574,2013,12,1523,6495,1543,0.987038237
GUJAN,1715,2011,4,289,506,404,0.715346535
GUJAN,1715,2011,5,305,970,354,0.861581921
GUJAN,1715,2011,6,330,638,337,0.979228487
GUJAN,1715,2011,7,336,766,338,0.99408284
GUJAN,1715,2011,8,321,975,339,0.946902655
GUJAN,1715,2011,9,304,829,339,0.896755162
GUJAN,1715,2011,10,328,903,339,0.967551622
GUJAN,1715,2011,11,244,471,338,0.7218934909999999
GUJAN,1715,2011,12,335,857,339,0.98820059
GUJAN,1715,2012,1,318,810,339,0.938053097
GUJAN,1715,2012,2,306,890,339,0.902654867
GUJAN,1715,2012,3,301,718,337,0.8931750740000001
GUJAN,1715,2012,4,351,879,353,0.994334278
GUJAN,1715,2012,5,299,787,353,0.847025496
GUJAN,1715,2012,6,337,592,353,0.954674221
GUJAN,1715,2012,7,338,878,339,0.997050147
GUJAN,1715,2012,8,332,687,339,0.979351032
GUJAN,1715,2012,9,337,798,339,0.994100295
GUJAN,1715,2012,10,338,883,339,0.997050147
GUJAN,1715,2012,11,339,649,339,1.0
GUJAN,1715,2012,12,339,1039,339,1.0
GUJAN,1715,2013,1,334,982,339,0.985250737
GUJAN,1715,2013,2,349,1011,351,0.994301994
GUJAN,1715,2013,3,351,1174,351,1.0
GUJAN,1715,2013,4,351,776,351,1.0
GUJAN,1715,2013,5,351,1078,351,1.0
GUJAN,1715,2013,6,351,1200,351,1.0
GUJAN,1715,2013,7,350,1199,351,0.997150997
GUJAN,1715,2013,8,351,967,351,1.0
GUJAN,1715,2013,9,351,1102,351,1.0
GUJAN,1715,2013,10,345,917,351,0.982905983
GUJAN,1715,2013,11,351,1221,351,1.0
GUJAN,1715,2013,12,351,1194,351,1.0
GUJAN,1804,2011,4,977,2289,1182,0.826565144
GUJAN,1804,2011,5,1012,2172,1164,0.869415808
GUJAN,1804,2011,6,919,2018,1129,0.8139946859999999
GUJAN,1804,2011,7,1135,2739,1200,0.945833333
GUJAN,1804,2011,8,1016,2618,1195,0.850209205
GUJAN,1804,2011,9,971,2342,1218,0.7972085390000001
GUJAN,1804,2011,10,853,2094,1131,0.754199823
GUJAN,1804,2011,11,966,1960,1182,0.8172588829999999
GUJAN,1804,2011,12,1376,3240,1454,0.946354883
GUJAN,1804,2012,1,1400,2871,1671,0.837821664
GUJAN,1804,2012,2,1296,2756,1768,0.733031674
GUJAN,1804,2012,3,1438,2389,2022,0.711177052
GUJAN,1804,2012,4,1784,3593,2226,0.801437556
GUJAN,1804,2012,5,1690,3584,2407,0.70211882
GUJAN,1804,2012,6,1738,4039,2464,0.705357143
GUJAN,1804,2012,7,1553,3211,2334,0.66538132
GUJAN,1804,2012,8,1763,3881,2285,0.771553611
GUJAN,1804,2012,9,2156,4093,2428,0.887973641
GUJAN,1804,2012,10,2015,5920,2508,0.8034290270000001
GUJAN,1804,2012,11,1893,4287,2545,0.743811395
GUJAN,1804,2012,12,1883,4297,2465,0.7638945229999999
GUJAN,1804,2013,1,2237,4882,2643,0.846386682
GUJAN,1804,2013,2,1996,4716,2686,0.743112435
GUJAN,1804,2013,3,1932,4187,2633,0.733763768
GUJAN,1804,2013,4,1969,4628,2338,0.842172797
GUJAN,1804,2013,5,1711,4856,2309,0.741013426
GUJAN,1804,2013,6,1907,5803,2267,0.841199824
GUJAN,1804,2013,7,1596,4159,2032,0.7854330709999999
GUJAN,1804,2013,8,1674,4893,2034,0.82300885
GUJAN,1804,2013,9,1857,5196,2013,0.922503726
