asm_area_code,customer_code,Month,Year,pri_ind_bpm_apo_plan,Daily_Coverage_perc,Overall_bpm_actuals
BIHAE,30,1,2012,6093694.529,0,0
BIHAE,30,2,2012,9321121.668,0,0
BIHAE,30,3,2012,6256122.415,0,0
BIHAE,30,4,2012,12568293.66,0,0
BIHAE,30,5,2011,11463496.82,0,0
BIHAE,30,5,2012,7712255.624,0,0
BIHAE,30,6,2012,2465921.923,0,0
BIHAE,30,7,2011,5871118.081,0,0
BIHAE,30,7,2012,1411844.63,0,0
BIHAE,30,8,2011,8694984.762,0,0
BIHAE,30,9,2011,7944498.047,0,0
BIHAE,30,10,2011,5896510.007,0,0
BIHAE,30,12,2011,8740525.381,0,0
BIHAE,35,1,2012,2148217.144,49.49895673,1063345.075
BIHAE,35,1,2013,4734066.253,33.16141038,1569883.138
BIHAE,35,2,2012,4036853.367,37.1351028,1499089.648
BIHAE,35,2,2013,6110500.555,29.66646329,1812769.404
BIHAE,35,3,2012,2454080.577,40.89789343,1003667.259
BIHAE,35,3,2013,3558975.151,28.85388059,1026902.441
BIHAE,35,4,2012,5309695.873,38.66204643,2052837.084
BIHAE,35,4,2013,9731180.171,26.36311317,2565442.041
BIHAE,35,5,2011,3649743.566,31.54387256,1151270.459
BIHAE,35,5,2012,3706318.214,40.57826115,1503959.484
BIHAE,35,5,2013,6559534.188,24.30179393,1594084.481
BIHAE,35,6,2012,4006033.324,45.8464953,1836625.88
BIHAE,35,6,2013,6854287.032,19.55462796,1340330.328
BIHAE,35,7,2011,1932569.002,37.34354544,721689.7832
BIHAE,35,7,2012,2829821.633,44.65921858,1263776.228
BIHAE,35,7,2013,5445310.822,30.7446763,1674143.186
BIHAE,35,8,2011,3059036.456,38.09655059,1165387.371
BIHAE,35,8,2012,5699469.762,29.51618909,1682266.272
BIHAE,35,8,2013,5448132.312,42.1997493,2299098.177
BIHAE,35,9,2011,3726660.801,37.3321825,1391243.812
BIHAE,35,9,2012,6228198.615,30.34577239,1889994.975
BIHAE,35,9,2013,5455289.332,37.15131785,2026711.879
BIHAE,35,10,2011,2129965.884,52.81245959,1124887.372
BIHAE,35,10,2012,4199644.916,35.87301822,1506539.386
BIHAE,35,10,2013,4316364.381,51.96474855,2242987.897
BIHAE,35,11,2012,5837984.857,14.78830155,863338.805
BIHAE,35,11,2013,5794273.259,30.81711228,1785627.696
BIHAE,35,12,2011,2962050.422,58.62301127,1736443.152
BIHAE,35,12,2012,5547249.517,42.06355846,2333370.543
BIHAE,35,12,2013,3923119.518,54.99648334,2157577.772
BIHAE,533,1,2012,4295451.86,97.66554122,4195176.307
BIHAE,533,1,2013,4762828.881,85.18413303,4057174.49
BIHAE,533,2,2012,6082584.359,82.64748469,5027102.977
BIHAE,533,2,2013,6158681.152,90.95530034,5601646.939
BIHAE,533,3,2012,3941992.178,57.86522496,2281042.642
BIHAE,533,3,2013,3591408.002,94.02215824,3376719.314
BIHAE,533,4,2012,8194506.372,78.65576164,6445451.399
BIHAE,533,4,2013,9793614.733,83.57617868,8185128.949
BIHAE,533,5,2011,3764220.567,135.5853113,5103730.174
BIHAE,533,5,2012,5267409.89,85.75019259,4516814.125
BIHAE,533,5,2013,6596747.569,56.83044713,3748961.14
BIHAE,533,6,2012,4147819.747,116.6101942,4836780.662
BIHAE,533,6,2013,6900317.314,47.25714347,3260892.853
BIHAE,533,7,2011,3681793.41,69.04416348,2542063.461
BIHAE,533,7,2012,2852803.206,84.85403621,2420718.666
BIHAE,533,7,2013,5496285.36,72.04281466,3959678.675
BIHAE,533,8,2011,6167809.96,75.01163427,4626575.05
BIHAE,533,8,2012,5731575.846,89.65240284,5138495.467
BIHAE,533,8,2013,5513508.325,77.19166848,4255969.068
BIHAE,533,9,2011,5106930.549,92.03831492,4700332.821
BIHAE,533,9,2012,6254112.747,68.33479982,4273735.426
BIHAE,533,9,2013,5481428.732,90.42533127,4956600.09
BIHAE,533,10,2011,4244210.98,65.81635138,2793384.812
BIHAE,533,10,2012,4235900.183,92.42938324,3915216.414
BIHAE,533,10,2013,4329943.116,85.03428917,3681936.35
BIHAE,533,11,2012,5886355.856,64.5650123,3800526.382
BIHAE,533,11,2013,5813268.46,73.7801296,4289037.004
BIHAE,533,12,2011,5922007.085,86.31543883,5111606.403
BIHAE,533,12,2012,5581341.581,100.9784165,5635950.346
BIHAE,533,12,2013,3949560.762,147.3430096,5819401.691
BIHAE,534,1,2012,1860529.39,134.9493501,2510772.321
BIHAE,534,1,2013,4527469.793,52.22414623,2364432.445
BIHAE,534,2,2012,2639158.601,109.906544,2900608.009
BIHAE,534,2,2013,5974116.642,52.20575839,3118832.9
BIHAE,534,3,2012,1757050.142,90.2337073,1585451.482
BIHAE,534,3,2013,3346321.958,42.64604113,1427073.839
BIHAE,534,4,2012,3683690.384,119.597169,4405589.413
BIHAE,534,4,2013,8866053.106,44.16466316,3915662.49
BIHAE,534,5,2011,3409022.674,68.28257858,2327768.586
BIHAE,534,5,2012,2347838.058,122.4778701,2875582.048
BIHAE,534,5,2013,5748285.145,54.87542024,3154395.63
BIHAE,534,6,2012,3816824.711,95.62278811,3649754.206
BIHAE,534,6,2013,6057419.008,40.73872482,2467715.261
BIHAE,534,7,2011,1642445.73,102.6047251,1685226.925
BIHAE,534,7,2012,2179455.927,110.1083622,2399763.225
BIHAE,534,7,2013,4704284.652,44.97213386,2115617.191
BIHAE,534,8,2011,2625851.686,70.01709849,1838545.161
BIHAE,534,8,2012,4739908.545,62.02644111,2939996.582
BIHAE,534,8,2013,5093202.77,57.02876959,2904590.872
BIHAE,534,9,2011,2513738.314,88.46241409,2223713.596
BIHAE,534,9,2012,5583411.899,51.23035136,2860401.534
BIHAE,534,9,2013,5138628.457,39.9711137,2053967.023
BIHAE,534,10,2011,1761631.497,117.8736066,2076498.581
BIHAE,534,10,2012,3848112.807,68.882833,2650689.119
BIHAE,534,10,2013,4052857.084,43.57205774,1765913.229
BIHAE,534,11,2012,5488062.19,48.91308112,2684380.311
BIHAE,534,11,2013,5565015.436,50.20095044,2793690.641
BIHAE,534,12,2011,2620721.285,109.1296205,2859983.193
BIHAE,534,12,2012,5222959.332,66.18237086,3456678.315
BIHAE,534,12,2013,3805742.651,76.23187822,2901189.103
BIHAE,536,1,2012,2166186.702,108.4190369,2348558.759
BIHAE,536,1,2013,4752238.522,38.57551007,1833200.25
BIHAE,536,2,2012,3070206.58,109.0143308,3346965.157
BIHAE,536,2,2013,6150382.109,40.22543132,2474017.731
BIHAE,536,3,2012,2001730.132,42.77642334,856268.5552
BIHAE,536,3,2013,3585958.483,15.63482484,560658.3277
BIHAE,536,4,2012,4113687.365,95.96888671,3947859.967
BIHAE,536,4,2013,9788209.457,2.184336694,213807.4509
BIHAE,536,5,2011,3760956.09,73.63477199,2769371.442
BIHAE,536,5,2012,2657532.536,103.4596166,2749472.973
BIHAE,536,6,2012,4127613.984,72.12622889,2977092.31
BIHAE,536,7,2011,1861409.504,116.1164938,2161403.452
BIHAE,536,7,2012,2848840.075,71.44125228,2035247.025
BIHAE,536,8,2011,3100418.906,76.35828499,2367426.704
BIHAE,536,8,2012,5721374.007,41.09137542,2350991.273
BIHAE,536,9,2011,2592259.347,106.8088785,2768763.136
BIHAE,536,9,2012,6246758.942,35.141113,2195180.619
BIHAE,536,10,2011,2152590.735,71.63881565,1542090.508
BIHAE,536,10,2012,4220188.494,23.47832722,990829.6638
BIHAE,536,11,2012,5876441.647,23.63024913,1388617.801
BIHAE,536,12,2011,2994162.061,110.4301113,3306456.496
BIHAE,536,12,2012,5571704.995,54.29645878,3025238.506
BIHAE,539,1,2012,1870489.995,190.7615552,3568175.803
BIHAE,539,1,2013,4545831.796,84.72454001,3851435.079
BIHAE,539,2,2012,2660346.974,188.7698503,5021933
BIHAE,539,2,2013,5994486.648,82.51814334,4946539.085
BIHAE,539,3,2012,1764386.099,182.7373536,3224192.465
BIHAE,539,3,2013,3364001.799,73.56647522,2474777.55
BIHAE,539,4,2012,3696500.362,192.7120954,7123603.305
BIHAE,539,4,2013,8898347.253,108.8879044,9689223.853
BIHAE,539,5,2011,3456314.779,131.9170995,4559470.206
BIHAE,539,5,2012,2358817.941,192.4617923,4539823.286
BIHAE,539,5,2013,5795727.737,78.96770513,4576753.189
BIHAE,539,6,2012,3609865.701,155.5924951,5616680.114
BIHAE,539,6,2013,6068259.612,62.67185228,3803090.7
BIHAE,539,7,2011,1665549.278,214.5245935,3573012.818
BIHAE,539,7,2012,2208620.522,174.1191654,3845631.619
BIHAE,539,7,2013,4746191.926,98.17243472,4659452.17
BIHAE,539,8,2011,2655866.013,158.7901784,4217254.38
BIHAE,539,8,2012,4813070.868,104.658514,5037288.45
BIHAE,539,8,2013,5161259.083,100.3393991,5178776.352
BIHAE,539,9,2011,2538921.747,171.6292156,4357531.479
BIHAE,539,9,2012,5546122.785,87.47560902,4851504.683
BIHAE,539,9,2013,5172674.747,92.8810331,4804433.744
BIHAE,539,10,2011,1820740.814,207.2642336,3773744.495
BIHAE,539,10,2012,3894396.646,91.10278092,3547903.645
BIHAE,539,10,2013,4071848.791,94.67198193,3854899.951
BIHAE,539,11,2012,5506929.669,74.67117776,4112089.242
BIHAE,539,11,2013,5578234.984,96.3505414,5374659.607
BIHAE,539,12,2011,2636171.887,172.2228024,4540089.1
BIHAE,539,12,2012,5246830.8,91.2504515,4787756.795
BIHAE,539,12,2013,3813577.184,122.1724434,4659140.426
BIHAE,624,1,2012,1831771.462,155.4811249,2848058.875
BIHAE,624,2,2012,2585455.957,158.0794727,4087075.144
BIHAE,624,3,2012,1712108.746,136.7516061,2341336.21
BIHAE,624,4,2012,3620018.583,186.4495895,6749509.787
BIHAE,624,5,2011,3345362.841,171.5385288,5738586.201
BIHAE,624,5,2012,2299743.473,180.7526945,4156848.294
BIHAE,624,6,2012,3646048.769,145.3065703,5297948.418
BIHAE,624,7,2011,1588250.15,229.1043091,3638749.533
BIHAE,624,7,2012,2338506.736,181.2735826,4239094.939
BIHAE,624,8,2011,2573966.378,183.6655797,4727490.27
BIHAE,624,8,2012,4953475.701,87.63795102,4341124.608
BIHAE,624,8,2013,4531872.514,0,0
BIHAE,624,9,2011,2423047.041,192.5829532,4666375.548
BIHAE,624,9,2012,5625511.879,86.56789563,4869887.252
BIHAE,624,10,2011,1772439.836,149.7959589,2655043.248
BIHAE,624,10,2012,3969891.236,18.99275212,753991.6019
BIHAE,624,12,2011,2567035.628,189.5548216,4865939.804
BIHAE,642,1,2012,1260683.607,0,0
BIHAE,642,2,2012,1984038.514,0,0
BIHAE,642,3,2012,1303980.414,0,0
BIHAE,642,4,2012,2693218.709,0,0
BIHAE,642,5,2011,2456270.273,0,0
BIHAE,642,5,2012,1641970.831,0,0
BIHAE,642,7,2011,1222271.225,0,0
BIHAE,642,8,2011,1816119.658,0,0
BIHAE,642,9,2011,1664841.997,0,0
BIHAE,642,10,2011,1238655.891,0,0
BIHAE,642,12,2011,1846789.768,0,0
BIHAE,651,6,2012,71.85173563,0,0
BIHAE,651,7,2012,1454.339317,0,0
BIHAE,803,1,2012,4044142.483,17.38002702,702873.0565
BIHAE,803,1,2013,4753473.773,18.46104487,877540.926
BIHAE,803,2,2012,5670073.152,18.80714582,1066378.926
BIHAE,803,2,2013,6150048.687,19.42496415,1194644.753
BIHAE,803,3,2012,3709738.172,24.47978634,908135.9781
BIHAE,803,3,2013,3581382.154,23.31749193,835088.4948
BIHAE,803,4,2012,7767996.187,17.49004734,1358626.211
BIHAE,803,4,2013,9782329.104,16.14113912,1578979.35
BIHAE,803,5,2011,3745912.181,28.67578252,1074169.63
BIHAE,803,5,2012,4851013.219,19.4550764,943768.328
BIHAE,803,5,2013,6587351.707,13.29011874,875466.8637
BIHAE,803,6,2012,4138941.468,24.87699375,1029644.21
BIHAE,803,6,2013,6894413.734,14.69648587,1013236.54
BIHAE,803,7,2011,3179083.793,21.66414408,688721.2933
BIHAE,803,7,2012,2847363.055,33.55635142,955471.1531
BIHAE,803,7,2013,5484374.542,19.40656131,1064328.508
BIHAE,803,8,2011,5830223.05,16.22435935,945916.3384
BIHAE,803,8,2012,5721378.903,18.07455689,1034113.885
BIHAE,803,8,2013,5506723.112,19.45220259,1071178.936
BIHAE,803,9,2011,4810792.556,25.01332152,1203339.01
BIHAE,803,9,2012,6238780.489,19.05487565,1188791.864
BIHAE,803,9,2013,5471058.918,47.89089258,2620138.949
BIHAE,803,10,2011,3822771.283,22.9368405,876822.9519
BIHAE,803,10,2012,4217693.109,23.00834393,970421.3363
BIHAE,803,10,2013,4325658.192,30.62759634,1324845.13
BIHAE,803,11,2012,5870568.657,15.96346627,937146.2472
BIHAE,803,11,2013,5809813.366,19.30040332,1121317.412
BIHAE,803,12,2011,5393445.049,22.51537565,1214354.414
BIHAE,803,12,2012,5571876.148,24.29723163,1353811.654
BIHAE,803,12,2013,3946698.237,35.09518626,1385101.097
BIHAE,1024,1,2012,2174699.115,139.2984413,3029321.969
BIHAE,1024,1,2013,4761050.841,73.06345197,3478588.095
BIHAE,1024,2,2012,3082702.669,124.9873766,3852989.195
BIHAE,1024,2,2013,6157447.99,65.79507197,4051297.337
BIHAE,1024,3,2012,2010326.834,60.50486141,1216345.465
BIHAE,1024,3,2013,3591092.747,70.35310341,2526445.194
BIHAE,1024,4,2012,4129467.908,120.9007111,4992556.066
BIHAE,1024,4,2013,9791315.711,65.34584505,6398217.992
BIHAE,1024,5,2011,3776147.034,89.61694981,3384067.792
BIHAE,1024,5,2012,2665525.295,147.9712146,3944210.153
BIHAE,1024,5,2013,6594629.322,58.38969329,3850583.835
BIHAE,1024,6,2012,4149672.079,108.8184984,4515610.844
BIHAE,1024,6,2013,6901182.009,52.14304094,3598486.161
BIHAE,1024,7,2011,1869499.464,161.0217245,3010300.276
BIHAE,1024,7,2012,2851499.055,95.09773317,2711710.963
BIHAE,1024,7,2013,5496047.484,87.0563339,4784657.449
BIHAE,1024,8,2011,3116335.262,133.2291843,4151868.048
BIHAE,1024,8,2012,5732497.325,74.52604424,4272203.493
BIHAE,1024,8,2013,5513535.111,64.16880101,3537969.374
BIHAE,1024,9,2011,2614085.913,151.1172533,3950334.83
BIHAE,1024,9,2012,6256225.463,59.59590597,3728454.244
BIHAE,1024,9,2013,5481849.013,68.71445924,3766822.906
BIHAE,1024,10,2011,2142470.479,128.0295536,2742995.391
BIHAE,1024,10,2012,4234971.645,85.47155539,3619696.135
BIHAE,1024,10,2013,4331400.341,66.05946088,2861299.714
BIHAE,1024,11,2012,5888324.355,40.92501746,2409797.771
BIHAE,1024,11,2013,5815247.231,69.22498742,4025604.164
BIHAE,1024,12,2011,3008999.656,106.6827449,3210083.427
BIHAE,1024,12,2012,5582791.511,54.17513518,3024484.848
BIHAE,1024,12,2013,3949302.907,98.4673019,3888772.017
BIHAE,1061,1,2012,1423885.864,0,0
BIHAE,1061,2,2012,2269567.293,0,0
BIHAE,1061,3,2012,1454717.284,0,0
BIHAE,1061,4,2012,3066954.172,0,0
BIHAE,1061,5,2011,2846530.079,0,0
BIHAE,1061,5,2012,1894520.497,0,0
BIHAE,1061,6,2012,2664218.317,0,0
BIHAE,1061,7,2011,1460174.184,0,0
BIHAE,1061,7,2012,1575919.485,0,0
BIHAE,1061,8,2011,2118561.53,0,0
BIHAE,1061,9,2011,1924332.177,0,0
BIHAE,1061,10,2011,1500069.454,0,0
BIHAE,1061,12,2011,2117832.494,0,0
BIHAE,1219,1,2012,1846812.681,91.27069032,1685598.683
BIHAE,1219,1,2013,4677700.423,33.60349265,1571870.718
BIHAE,1219,2,2012,2621049.424,72.8778459,1910164.36
BIHAE,1219,2,2013,6125498.82,32.32446255,1980034.572
BIHAE,1219,3,2012,1718597.789,86.80604673,1491846.799
BIHAE,1219,3,2013,3526857.09,29.49003957,1040071.551
BIHAE,1219,4,2012,3653704.702,84.26220471,3078692.136
BIHAE,1219,4,2013,9604965.013,30.99220304,2976790.259
BIHAE,1219,5,2011,3390751.631,60.20995879,2041570.159
BIHAE,1219,5,2012,2328612.441,74.77553326,1741232.371
BIHAE,1219,5,2013,6395122.696,29.53649506,1888895.099
BIHAE,1219,6,2012,13356734.88,19.83205912,2648915.558
BIHAE,1219,6,2013,6649050.606,18.98848518,1262553.989
BIHAE,1219,7,2011,1618514.815,105.9035616,1714064.834
BIHAE,1219,7,2012,2698039.349,45.88096112,1237886.385
BIHAE,1219,7,2013,5388637.294,29.28141943,1577869.488
BIHAE,1219,8,2011,2605806.217,99.34894795,2588841.063
BIHAE,1219,8,2012,5535181.265,42.54169728,2354760.057
BIHAE,1219,8,2013,5426896.941,29.84328797,1619564.482
BIHAE,1219,9,2011,2456002.276,125.3636629,3078934.412
BIHAE,1219,9,2012,6145606.546,29.00475932,1782518.387
BIHAE,1219,9,2013,5423232.18,28.44796752,1542799.329
BIHAE,1219,10,2011,1807604.731,81.03427977,1464779.475
BIHAE,1219,10,2012,4111235.795,30.21841762,1242350.402
BIHAE,1219,10,2013,4298691.935,26.11273772,1122506.15
BIHAE,1219,11,2012,5780037.375,21.26282472,1228999.216
BIHAE,1219,11,2013,5780536.992,31.22494927,1804969.743
BIHAE,1219,12,2011,2591045.655,89.82439373,2327391.051
BIHAE,1219,12,2012,5474573.68,35.37384444,1936567.177
BIHAE,1219,12,2013,3920897.583,50.20423489,1968456.633
BIHAE,1274,1,2012,3604089.336,22.14705056,798199.4875
BIHAE,1274,1,2013,4527500.074,19.31280563,874387.289
BIHAE,1274,2,2012,5116447.53,22.24256278,1138029.054
BIHAE,1274,2,2013,5972670.595,20.81402226,1243152.987
BIHAE,1274,3,2012,3357448.59,11.7363025,394040.3229
BIHAE,1274,3,2013,3351649.87,19.05036358,638501.4863
BIHAE,1274,4,2012,7180022.312,22.11438028,1587817.438
BIHAE,1274,4,2013,8864418.086,21.30820565,1888848.435
BIHAE,1274,5,2011,3363403.341,25.31389343,851408.3375
BIHAE,1274,5,2012,4530152.545,23.9778125,1086231.483
BIHAE,1274,5,2013,5776271.677,23.16355977,1337990.142
BIHAE,1274,6,2012,3580843.687,36.83742571,1319090.633
BIHAE,1274,6,2013,6055158.611,21.56001754,1305493.258
BIHAE,1274,7,2011,3022749.861,26.17350079,791159.4587
BIHAE,1274,7,2012,2194387.551,39.21883389,860613.2085
BIHAE,1274,7,2013,4722346.321,22.12011943,1044588.646
BIHAE,1274,8,2011,4989653.176,20.68621581,1032170.424
BIHAE,1274,8,2012,4783890.169,23.51091698,1124736.446
BIHAE,1274,8,2013,5145999.683,23.9671593,1233349.941
BIHAE,1274,9,2011,4754853.77,25.62472243,1218418.08
BIHAE,1274,9,2012,5522783.733,16.20920496,895199.335
BIHAE,1274,9,2013,5154464.543,21.17319188,1091364.668
BIHAE,1274,10,2011,3377081.139,34.09009121,1151250.041
BIHAE,1274,10,2012,3860266.506,26.55548554,1025112.514
BIHAE,1274,10,2013,4051803.17,25.68218109,1040591.427
BIHAE,1274,11,2012,5472623.324,14.49409256,793207.0902
BIHAE,1274,11,2013,5567057.608,21.72648753,1209526.077
BIHAE,1274,12,2011,5038102.218,18.70176542,942214.0587
BIHAE,1274,12,2012,5219390.027,21.97846183,1147141.645
BIHAE,1274,12,2013,3803885.974,30.68873573,1167364.514
BIHAE,1297,1,2012,1864298.524,98.2218327,1831148.177
BIHAE,1297,1,2013,4541417.573,38.6605606,1755737.493
BIHAE,1297,2,2012,2661308.229,54.18867728,1442127.728
BIHAE,1297,2,2013,5992322.161,34.53421759,2069401.574
BIHAE,1297,3,2012,1760742.123,79.46101596,1399103.58
BIHAE,1297,3,2013,3360903.352,37.18586197,1249780.881
BIHAE,1297,4,2012,3688398.847,92.41614369,3408675.979
BIHAE,1297,4,2013,8894462.35,43.17072044,3839803.476
BIHAE,1297,5,2011,3395816.331,80.60696451,2737264.465
BIHAE,1297,5,2012,2351722.273,103.0443323,2423316.512
BIHAE,1297,5,2013,5792011.969,35.60387483,2062180.692
BIHAE,1297,6,2012,3607535.693,83.25104452,3003311.146
BIHAE,1297,6,2013,6065574.396,30.20881921,1832338.403
BIHAE,1297,7,2011,1632206.986,102.0937735,1666381.704
BIHAE,1297,7,2012,2206994.417,81.98613861,1809429.502
BIHAE,1297,7,2013,4741791.83,36.89056163,1749273.637
BIHAE,1297,8,2011,2616005.814,97.91612039,2561491.402
BIHAE,1297,8,2012,4809779.314,54.65820572,2628939.072
BIHAE,1297,8,2013,5159280.623,40.43275457,2086039.272
BIHAE,1297,9,2011,2519873.147,81.69319928,2058564.992
BIHAE,1297,9,2012,5544226.691,41.17124622,2282627.222
BIHAE,1297,9,2013,5165675.902,39.1841954,2024128.539
BIHAE,1297,10,2011,1801846.507,141.0745419,2541946.705
BIHAE,1297,10,2012,3886357.321,60.08688999,2335191.248
BIHAE,1297,10,2013,4063015.573,41.86511781,1700986.256
BIHAE,1297,11,2012,5499511.726,31.88891787,1753734.778
BIHAE,1297,11,2013,5576588.757,37.65312089,2099759.706
BIHAE,1297,12,2011,2615759.051,94.42927827,2470042.393
BIHAE,1297,12,2012,5244819.106,35.47980115,1860851.389
BIHAE,1297,12,2013,3812218.506,53.13661556,2025683.892
BIHAE,1413,1,2012,2114999.101,54.54977849,1153727.324
BIHAE,1413,1,2013,4715219.194,27.69994391,1306113.072
BIHAE,1413,2,2012,2960045.497,42.43540897,1256107.412
BIHAE,1413,2,2013,6085930.466,22.11230037,1345739.225
BIHAE,1413,3,2012,1974002.801,48.05138261,948535.6386
BIHAE,1413,3,2013,3559390.918,19.17363342,682464.5667
BIHAE,1413,4,2012,3994913.329,49.77690487,1988544.208
BIHAE,1413,4,2013,9704951.745,21.72076921,2107990.171
BIHAE,1413,5,2011,3246322.722,34.40624843,1116937.861
BIHAE,1413,5,2012,2569679.95,78.1022426,2006977.669
BIHAE,1413,5,2013,6539367.899,15.83328605,1035396.826
BIHAE,1413,6,2012,4098319.489,31.34603178,1284660.53
BIHAE,1413,6,2013,6855797.927,23.21509052,1591579.695
BIHAE,1413,7,2011,1739120.035,49.55576488,861834.2355
BIHAE,1413,7,2012,2816804.203,48.34242171,1361711.367
BIHAE,1413,7,2013,5422531.508,24.46011045,1326357.196
BIHAE,1413,8,2011,3016094.525,39.66398535,1196303.291
BIHAE,1413,8,2012,5649230.569,28.86579132,1630695.107
BIHAE,1413,8,2013,5444337.856,20.90738394,1138268.618
BIHAE,1413,9,2011,2496666.139,40.57348041,1012984.347
BIHAE,1413,9,2012,6214714.542,18.06706004,1122816.207
BIHAE,1413,9,2013,5446398.228,30.8225393,1678718.234
BIHAE,1413,10,2011,2035795.523,41.68105018,848540.9534
BIHAE,1413,10,2012,4166409.198,21.76154883,906675.1723
BIHAE,1413,10,2013,4301659.582,29.38806069,1264174.329
BIHAE,1413,11,2012,5803413.004,17.18995288,997603.9609
BIHAE,1413,11,2013,5777909.991,26.83873363,1550717.872
BIHAE,1413,12,2011,2880828.561,42.86475516,1234860.109
BIHAE,1413,12,2012,5537780.696,22.27912216,1233768.926
BIHAE,1413,12,2013,3905084.379,36.47454545,1424361.777
BIHAE,1676,1,2012,1851077.834,469.8021542,8696403.538
BIHAE,1676,1,2013,4541646.05,165.2885101,7506819.092
BIHAE,1676,2,2012,2630684.132,364.7880579,9596421.554
BIHAE,1676,2,2013,5989829.728,187.6891881,11242262.78
BIHAE,1676,3,2012,1722273.576,434.0237072,7475075.623
BIHAE,1676,3,2013,3360129.216,190.00807,6384516.673
BIHAE,1676,4,2012,3656424.959,572.3968758,20929262.23
BIHAE,1676,4,2013,8893271.209,227.6340994,20244117.82
BIHAE,1676,5,2011,3412332.819,368.3248265,12568468.94
BIHAE,1676,5,2012,2329540.171,469.6704485,10941161.77
BIHAE,1676,5,2013,5790289.247,266.1216486,15409213.2
BIHAE,1676,6,2012,3600496.472,449.9975358,16202145.4
BIHAE,1676,6,2013,6064127.916,237.868493,14424649.69
BIHAE,1676,7,2011,1633867.47,495.8688893,8101840.474
BIHAE,1676,7,2012,2203422.299,348.5392995,7679792.646
BIHAE,1676,7,2013,4742985.728,162.746028,7719020.878
BIHAE,1676,8,2011,2620694.643,479.8145697,12574474.72
BIHAE,1676,8,2012,4809022.292,250.4107756,12042310.02
BIHAE,1676,8,2013,5156169.305,228.2813381,11770572.29
BIHAE,1676,9,2011,2460692.969,507.3843908,12485172.03
BIHAE,1676,9,2012,5542001.267,176.6544383,9790191.208
BIHAE,1676,9,2013,5169428.876,237.9440533,12300348.6
BIHAE,1676,10,2011,1820176.999,489.726426,8913887.762
BIHAE,1676,10,2012,3889172.276,282.8897152,11002068.38
BIHAE,1676,10,2013,4071365.878,242.8077167,9885590.526
BIHAE,1676,11,2012,5501059.154,158.702788,8730334.248
BIHAE,1676,11,2013,5574836.78,193.5406845,10789577.27
BIHAE,1676,12,2011,2598282.133,533.8063141,13869794.08
BIHAE,1676,12,2012,5241707.694,243.6007087,12768837.09
BIHAE,1676,12,2013,3809051.644,342.8275319,13058477.74
BIHAE,1948,1,2012,2131712.905,40.88585311,871569.007
BIHAE,1948,1,2013,4667201.638,18.64239426,870078.1303
BIHAE,1948,2,2012,2996555.856,37.3872933,1120331.127
BIHAE,1948,2,2013,6110365.858,16.79468117,1026216.464
BIHAE,1948,3,2012,1938191.967,27.29845184,529096.4008
BIHAE,1948,3,2013,3518337.994,14.44789919,508325.9266
BIHAE,1948,4,2012,4058085.505,42.45393371,1722816.93
BIHAE,1948,4,2013,9581728.268,22.1039407,2117939.534
BIHAE,1948,5,2012,2599072.295,41.16719534,1069965.169
BIHAE,1948,5,2013,6378638.473,16.55649878,1056079.201
BIHAE,1948,6,2012,4024200.283,44.96501744,1809482.359
BIHAE,1948,6,2013,6632892.277,13.10947022,869537.0375
BIHAE,1948,7,2012,2679497.459,28.81576294,772117.6357
BIHAE,1948,7,2013,5363223.099,14.85724033,796826.9454
BIHAE,1948,8,2011,2421107.029,56.091368,1358032.053
BIHAE,1948,8,2012,5495059.789,20.98509538,1153143.538
BIHAE,1948,8,2013,5410851.853,16.0266848,867180.1714
BIHAE,1948,9,2011,2453760.818,44.11759372,1082540.228
BIHAE,1948,9,2012,6118201.62,24.0456663,1471162.345
BIHAE,1948,9,2013,5397534.736,14.28945191,771278.1306
BIHAE,1948,10,2011,2046145.476,54.92801673,1123907.129
BIHAE,1948,10,2012,4089175.618,16.7770978,686044.9924
BIHAE,1948,10,2013,4275712.132,17.27323218,738553.6837
BIHAE,1948,11,2012,5744440.041,12.61130245,724448.7079
BIHAE,1948,11,2013,5741282.61,17.56872878,1008670.37
BIHAE,1948,12,2011,2937199.55,44.0808703,1294743.124
BIHAE,1948,12,2012,5449037.405,25.48109694,1388474.503
BIHAE,1948,12,2013,3897778.321,27.00796195,1052710.486
BIHAE,1954,1,2012,1791364.484,58.25685569,1043592.622
BIHAE,1954,1,2013,4502615.024,26.21033998,1180150.706
BIHAE,1954,2,2012,2519546.864,69.63548336,1754498.637
BIHAE,1954,2,2013,5953215.548,30.98743888,1844749.029
BIHAE,1954,3,2012,1640941.02,38.05422741,624447.4273
BIHAE,1954,3,2013,3334133.044,20.02417813,667632.74
BIHAE,1954,4,2012,3505565.004,61.38953085,2152049.909
BIHAE,1954,4,2013,8824120.865,33.70067946,2973788.688
BIHAE,1954,5,2012,2237722.336,97.6797045,2185800.565
BIHAE,1954,5,2013,5720604.714,24.27008032,1388395.359
BIHAE,1954,6,2012,3538777.134,67.07538982,2373648.557
BIHAE,1954,6,2013,6028381.43,12.51493893,754448.2545
BIHAE,1954,7,2012,2166395.938,74.64114324,1617022.695
BIHAE,1954,7,2013,4695148.588,18.19608765,854333.3524
BIHAE,1954,8,2011,1997781.236,71.52729563,1428958.891
BIHAE,1954,8,2012,4725255.38,38.16337454,1803316.908
BIHAE,1954,8,2013,5114469.762,21.22287595,1085437.573
