customer_code,year,month,reason_code_description_new_new,order_qty_in_cases,allocated_qty_in_cases,non_allocated_qty_in_cases,simple avg allocated percent,simple avg allocated value percent,allocated_value,total_order_value
2152,2013,3,STONOTAVA,104.63,0.0,104.63,0.0,0.0,0.0,338083.6
344,2013,3,STONOTAVA,117.13,0.0,117.13,0.0,0.0,0.0,419709.15
850,2013,3,STONOTAVA,65.55,0.0,65.55,0.0,0.0,0.0,232049.76
876,2013,3,STONOTAVA,77.11,0.0,77.11,0.0,0.0,0.0,217469.7
1526,2013,3,STONOTAVA,169.29,0.0,169.29,0.0,0.0,0.0,668951.3
2069,2013,3,STONOTAVA,45.71,0.0,45.71,0.0,0.0,0.0,165975.39
650,2013,3,NOTINV,69.33,0.0,69.33,0.0,0.0,0.0,41542.0
1864,2013,3,OTHE,5.0,0.0,5.0,0.0,0.0,0.0,15395.24
1856,2013,3,STONOTAVA,558.33,0.0,558.33,0.0,0.0,0.0,2338600.1
127,2013,3,NOTINV,18.0,0.0,18.0,0.0,0.0,0.0,45743.04
1067,2013,3,STONOTAVA,31.3,0.0,31.3,0.0,0.0,0.0,109788.66
2479,2013,3,STONOTAVA,186.0,0.0,186.0,0.0,0.0,0.0,653306.86
1293,2013,3,STONOTAVA,8.3,0.0,8.3,0.0,0.0,0.0,33481.6
993,2013,3,STONOTAVA,3.18,0.0,3.18,0.0,0.0,0.0,10433.09
98,2013,3,STONOTAVA,68.0,0.0,68.0,0.0,0.0,0.0,234489.52
1570,2013,3,STONOTAVA,23.29,0.0,23.29,0.0,0.0,0.0,62962.57
2303,2013,3,CREISS,251.0,0.0,251.0,0.0,0.0,0.0,811238.42
2400,2013,3,CREISS,256.03,0.0,256.03,0.0,0.0,0.0,714526.43
281,2013,3,CREISS,253.0,0.0,253.0,0.0,0.0,0.0,779701.74
1953,2013,3,STONOTAVA,15.4,0.0,15.4,0.0,0.0,0.0,51107.06
1757,2013,3,STONOTAVA,50.72,0.0,50.72,0.0,0.0,0.0,190089.06
1565,2013,3,OTHE,2.45,0.0,2.45,0.0,0.0,0.0,7006.2
2233,2013,3,STONOTAVA,13.1,0.0,13.1,0.0,0.0,0.0,64053.57
1756,2013,3,CREISS,121.0,0.0,121.0,0.0,0.0,0.0,502050.84
1392,2013,3,STONOTAVA,188.0,0.0,188.0,0.0,0.0,0.0,856590.38
408,2013,3,STONOTAVA,84.0,0.0,84.0,0.0,0.0,0.0,229535.44
1878,2013,3,STONOTAVA,68.0,0.0,68.0,0.0,0.0,0.0,269061.0
368,2013,3,STONOTAVA,119.17,0.0,119.17,0.0,0.0,0.0,314264.16
2392,2013,3,STONOTAVA,92.4,0.0,92.4,0.0,0.0,0.0,280880.08
2499,2013,3,STONOTAVA,3.0,0.0,3.0,0.0,0.0,0.0,14916.96
1145,2013,3,STONOTAVA,255.54,0.0,255.54,0.0,0.0,0.0,1435615.76
1281,2013,3,STONOTAVA,32.84,0.0,32.84,0.0,0.0,0.0,99980.82
2322,2013,3,CREISS,110.0,0.0,110.0,0.0,0.0,0.0,326147.68
93,2013,3,STONOTAVA,18.04,0.0,18.04,0.0,0.0,0.0,59807.38
366,2013,3,STONOTAVA,60.0,0.0,60.0,0.0,0.0,0.0,145151.64
1608,2013,3,STONOTAVA,15.31,0.0,15.31,0.0,0.0,0.0,44124.58
81,2013,3,STONOTAVA,63.29,0.0,63.29,0.0,0.0,0.0,245496.48
1155,2013,3,STONOTAVA,96.0,0.0,96.0,0.0,0.0,0.0,299010.42
981,2013,3,STONOTAVA,24.27,0.0,24.27,0.0,0.0,0.0,72605.96
2381,2013,3,STONOTAVA,26.75,0.0,26.75,0.0,0.0,0.0,92695.78
393,2013,3,STONOTAVA,31.55,0.0,31.55,0.0,0.0,0.0,71363.48
99,2013,3,STONOTAVA,107.0,0.0,107.0,0.0,0.0,0.0,330775.9
2177,2013,3,STONOTAVA,39.0,0.0,39.0,0.0,0.0,0.0,124985.28
729,2013,3,STONOTAVA,137.1,0.0,137.1,0.0,0.0,0.0,517150.06
1665,2013,3,STONOTAVA,114.06,0.0,114.06,0.0,0.0,0.0,347719.0
1174,2013,3,STONOTAVA,60.41,0.0,60.41,0.0,0.0,0.0,235963.8
1165,2013,3,STONOTAVA,18.0,0.0,18.0,0.0,0.0,0.0,51722.56
1531,2013,3,STONOTAVA,17.0,0.0,17.0,0.0,0.0,0.0,64048.4
1146,2013,3,STONOTAVA,53.16,0.0,53.16,0.0,0.0,0.0,199603.72
2027,2013,3,STONOTAVA,4.15,0.0,4.15,0.0,0.0,0.0,16387.26
2398,2013,3,STONOTAVA,5.0,0.0,5.0,0.0,0.0,0.0,15967.56
2143,2013,3,STONOTAVA,43.0,0.0,43.0,0.0,0.0,0.0,122483.21
1563,2013,3,STONOTAVA,12.17,0.0,12.17,0.0,0.0,0.0,58242.84
1506,2013,3,STONOTAVA,47.0,0.0,47.0,0.0,0.0,0.0,157640.5
1696,2013,3,OTHE,1.0,0.0,1.0,0.0,0.0,0.0,2682.8
1221,2013,3,STONOTAVA,5.11,0.0,5.11,0.0,0.0,0.0,16302.98
175,2013,3,NOTINV,10.0,0.0,10.0,0.0,0.0,0.0,27562.32
1710,2013,3,STONOTAVA,8.02,0.0,8.02,0.0,0.0,0.0,22845.96
1610,2013,3,STONOTAVA,4.67,0.0,4.67,0.0,0.0,0.0,13385.88
592,2013,3,STONOTAVA,96.13,0.0,96.13,0.0,0.0,0.0,190429.86
116,2013,3,STONOTAVA,32.0,0.0,32.0,0.0,0.0,0.0,91183.74
150,2013,3,OTHE,8.0,0.0,8.0,0.0,0.0,0.0,18414.72
359,2013,3,STONOTAVA,5.0,0.0,5.0,0.0,0.0,0.0,20323.86
1430,2013,3,STONOTAVA,63.48,0.0,63.48,0.0,0.0,0.0,218475.18
50,2013,3,STONOTAVA,0.02,0.0,0.02,0.0,0.0,0.0,83.18
256,2013,3,STONOTAVA,94.0,0.0,94.0,0.0,0.0,0.0,308421.6
1306,2013,3,CREISS,235.0,0.0,235.0,0.0,0.0,0.0,892046.26
1505,2013,3,OTHE,24.0,0.0,24.0,0.0,0.0,0.0,137142.72
1301,2013,3,NOTINV,41.0,0.0,41.0,0.0,0.0,0.0,36408.0
1600,2013,3,STONOTAVA,3.0,0.0,3.0,0.0,0.0,0.0,14214.4
1780,2013,3,STONOTAVA,51.13,0.0,51.13,0.0,0.0,0.0,173322.48
2244,2013,3,STONOTAVA,124.0,0.0,124.0,0.0,0.0,0.0,436315.16
2267,2013,3,OTHE,15.0,0.0,15.0,0.0,0.0,0.0,55237.5
158,2013,3,STONOTAVA,50.0,0.0,50.0,0.0,0.0,0.0,115802.32
1498,2013,3,STONOTAVA,46.0,0.0,46.0,0.0,0.0,0.0,162791.8
141,2013,3,STONOTAVA,190.0,0.0,190.0,0.0,0.0,0.0,450655.68
1229,2013,3,STONOTAVA,4.37,0.0,4.37,0.0,0.0,0.0,14763.68
1507,2013,3,STONOTAVA,161.0,0.0,161.0,0.0,0.0,0.0,746057.44
1053,2013,3,STONOTAVA,9.0,0.0,9.0,0.0,0.0,0.0,34762.52
1245,2013,3,CREISS,46.0,0.0,46.0,0.0,0.0,0.0,193367.36
2351,2013,3,STONOTAVA,7.3,0.0,7.3,0.0,0.0,0.0,25905.33
1903,2013,3,STONOTAVA,7.3,0.0,7.3,0.0,0.0,0.0,21530.2
112,2013,3,STONOTAVA,115.88,0.0,115.88,0.0,0.0,0.0,304329.16
1027,2013,3,STONOTAVA,68.7,0.0,68.7,0.0,0.0,0.0,189653.68
1375,2013,3,STONOTAVA,7.11,0.0,7.11,0.0,0.0,0.0,20541.26
1316,2013,3,STONOTAVA,156.17,0.0,156.17,0.0,0.0,0.0,686124.95
1781,2013,3,STONOTAVA,10.0,0.0,10.0,0.0,0.0,0.0,23265.08
450,2013,3,STONOTAVA,53.27,0.0,53.27,0.0,0.0,0.0,179277.34
1038,2013,3,CREISS,64.0,0.0,64.0,0.0,0.0,0.0,159794.2
2481,2013,3,STONOTAVA,111.0,0.0,111.0,0.0,0.0,0.0,355279.72
1905,2013,3,STONOTAVA,9.0,0.0,9.0,0.0,0.0,0.0,25975.28
1381,2013,3,STONOTAVA,10.42,0.0,10.42,0.0,0.0,0.0,30581.6
1633,2013,3,NOTINV,12.2,0.0,12.2,0.0,0.0,0.0,39474.84
2352,2013,3,STONOTAVA,14.0,0.0,14.0,0.0,0.0,0.0,41816.36
157,2013,3,STONOTAVA,46.0,0.0,46.0,0.0,0.0,0.0,111335.94
2340,2013,3,CREISS,84.0,0.0,84.0,0.0,0.0,0.0,366676.32
457,2013,3,STONOTAVA,43.0,0.0,43.0,0.0,0.0,0.0,196189.68
2199,2013,3,CREISS,24.0,0.0,24.0,0.0,0.0,0.0,119451.92
1085,2013,3,NOTINV,2.0,0.0,2.0,0.0,0.0,0.0,6561.44
1548,2013,3,STONOTAVA,68.57,0.0,68.57,0.0,0.0,0.0,210746.07
607,2013,3,STONOTAVA,7.17,0.0,7.17,0.0,0.0,0.0,25894.78
1030,2013,3,STONOTAVA,189.4,0.0,189.4,0.0,0.0,0.0,574523.7
2075,2013,3,STONOTAVA,25.53,0.0,25.53,0.0,0.0,0.0,91319.59
2012,2013,3,NOTINV,2.0,0.0,2.0,0.0,0.0,0.0,6850.8
241,2013,3,STONOTAVA,87.0,0.0,87.0,0.0,0.0,0.0,348109.52
307,2013,3,STONOTAVA,23.88,0.0,23.88,0.0,0.0,0.0,87461.46
9,2013,3,STONOTAVA,51.6,0.0,51.6,0.0,0.0,0.0,354922.35
221,2013,3,STONOTAVA,91.6,0.0,91.6,0.0,0.0,0.0,364831.58
546,2013,3,STONOTAVA,102.2,0.0,102.2,0.0,0.0,0.0,449972.9
330,2013,3,STONOTAVA,4.0,0.0,4.0,0.0,0.0,0.0,12594.0
961,2013,3,STONOTAVA,62.4,0.0,62.4,0.0,0.0,0.0,226227.36
1258,2013,3,STONOTAVA,19.33,0.0,19.33,0.0,0.0,0.0,78049.92
262,2013,3,STONOTAVA,16.4,0.0,16.4,0.0,0.0,0.0,54610.84
608,2013,3,STONOTAVA,88.04,0.0,88.04,0.0,0.0,0.0,214089.76
2357,2013,3,NOTINV,2.0,0.0,2.0,0.0,0.0,0.0,8218.8
2520,2013,3,NOTINV,1.0,0.0,1.0,0.0,0.0,0.0,2616.92
2278,2013,3,STONOTAVA,90.0,0.0,90.0,0.0,0.0,0.0,237931.06
474,2013,3,STONOTAVA,108.74,0.0,108.74,0.0,0.0,0.0,386771.9
400,2013,3,NOTINV,23.0,0.0,23.0,0.0,0.0,0.0,0.0
976,2013,3,STONOTAVA,22.95,0.0,22.95,0.0,0.0,0.0,94859.22
2279,2013,3,STONOTAVA,6.82,0.0,6.82,0.0,0.0,0.0,14161.02
70,2013,3,STONOTAVA,103.01,0.0,103.01,0.0,0.0,0.0,325176.28
2529,2013,3,STONOTAVA,51.3,0.0,51.3,0.0,0.0,0.0,166715.3
145,2013,3,NOTINV,19.0,0.0,19.0,0.0,0.0,0.0,70636.92
1824,2013,3,STONOTAVA,70.1,0.0,70.1,0.0,0.0,0.0,237164.04
83,2013,3,NOTINV,3.0,0.0,3.0,0.0,0.0,0.0,7797.96
1845,2013,3,NOTINV,23.0,0.0,23.0,0.0,0.0,0.0,98639.16
1186,2013,3,NOTINV,14.0,0.0,14.0,0.0,0.0,0.0,57780.3
61,2013,3,NOTINV,11.0,0.0,11.0,0.0,0.0,0.0,21542.36
1733,2013,3,STONOTAVA,144.16,0.0,144.16,0.0,0.0,0.0,593372.98
582,2013,3,STONOTAVA,18.0,0.0,18.0,0.0,0.0,0.0,51225.8
1575,2013,3,STONOTAVA,9.0,0.0,9.0,0.0,0.0,0.0,22688.28
1821,2013,3,STONOTAVA,50.0,0.0,50.0,0.0,0.0,0.0,160715.52
550,2013,3,CREISS,22.0,0.0,22.0,0.0,0.0,0.0,63362.88
1634,2013,3,STONOTAVA,36.5,0.0,36.5,0.0,0.0,0.0,124584.7
992,2013,3,STONOTAVA,52.0,0.0,52.0,0.0,0.0,0.0,151954.28
284,2013,3,NOTINV,1.0,0.0,1.0,0.0,0.0,0.0,4440.79
1601,2013,3,CREISS,19.0,0.0,19.0,0.0,0.0,0.0,68333.68
731,2013,3,NOTINV,11.0,0.0,11.0,0.0,0.0,0.0,37962.0
1773,2013,3,STONOTAVA,2.0,0.0,2.0,0.0,0.0,0.0,5892.0
1785,2013,3,STONOTAVA,1.0,0.0,1.0,0.0,0.0,0.0,9333.36
1071,2013,3,STONOTAVA,87.6,0.0,87.6,0.0,0.0,0.0,263098.7
1036,2013,3,STONOTAVA,36.0,0.0,36.0,0.0,0.0,0.0,115996.8
1849,2013,3,STONOTAVA,12.94,0.0,12.94,0.0,0.0,0.0,49888.79
1855,2013,3,STONOTAVA,307.8,0.0,307.8,0.0,0.0,0.0,1047390.28
390,2013,3,STONOTAVA,213.6,0.0,213.6,0.0,0.0,0.0,1029773.61
88,2013,3,STONOTAVA,80.0,0.0,80.0,0.0,0.0,0.0,306677.26
1722,2013,3,STONOTAVA,14.0,0.0,14.0,0.0,0.0,0.0,12070.8
274,2013,3,CREISS,36.0,0.0,36.0,0.0,0.0,0.0,94912.22
467,2013,3,STONOTAVA,51.0,0.0,51.0,0.0,0.0,0.0,211743.24
1987,2013,3,STONOTAVA,19.04,0.0,19.04,0.0,0.0,0.0,78522.73
427,2013,3,NOTINV,3.0,0.0,3.0,0.0,0.0,0.0,9644.22
1726,2013,3,STONOTAVA,33.0,0.0,33.0,0.0,0.0,0.0,111863.52
448,2013,3,NOTINV,39.0,0.0,39.0,0.0,0.0,0.0,133418.08
122,2013,3,NOTINV,8.0,0.0,8.0,0.0,0.0,0.0,31503.2
2262,2013,3,STONOTAVA,129.02,0.0,129.02,0.0,0.0,0.0,488922.39
2375,2013,3,CREISS,143.0,0.0,143.0,0.0,0.0,0.0,315555.12
1817,2013,3,STONOTAVA,92.78,0.0,92.78,0.0,0.0,0.0,318805.92
240,2013,3,NOTINV,94.0,0.0,94.0,0.0,0.0,0.0,365664.0
746,2013,3,STONOTAVA,192.54,0.0,192.54,0.0,0.0,0.0,781075.2
957,2013,3,STONOTAVA,51.06,0.0,51.06,0.0,0.0,0.0,198346.58
1345,2013,3,STONOTAVA,5.0,0.0,5.0,0.0,0.0,0.0,13543.56
539,2013,3,STONOTAVA,42.38,0.0,42.38,0.0,0.0,0.0,138233.22
2115,2013,3,NOTINV,1.08,0.0,1.08,0.0,0.0,0.0,4405.91
1489,2013,3,STONOTAVA,26.0,0.0,26.0,0.0,0.0,0.0,100517.76
2008,2013,3,CREISS,109.0,0.0,109.0,0.0,0.0,0.0,421523.56
2444,2013,3,STONOTAVA,19.95,0.0,19.95,0.0,0.0,0.0,92426.78
1723,2013,3,NOTINV,19.0,0.0,19.0,0.0,0.0,0.0,81794.44
2458,2013,3,STONOTAVA,7.0,0.0,7.0,0.0,0.0,0.0,21734.16
1556,2013,3,NOTINV,13.58,0.0,13.58,0.0,0.0,0.0,91426.2
561,2013,3,STONOTAVA,33.0,0.0,33.0,0.0,0.0,0.0,121421.28
2208,2013,3,NOTINV,19.72,0.0,19.72,0.0,0.0,0.0,66481.28
1594,2013,3,CREISS,99.0,0.0,99.0,0.0,0.0,0.0,309805.84
1508,2013,3,OTHE,23.0,0.0,23.0,0.0,0.0,0.0,73537.44
1371,2013,3,STONOTAVA,3.0,0.0,3.0,0.0,0.0,0.0,6377.76
1104,2013,3,OTHE,3.0,0.0,3.0,0.0,0.0,0.0,14535.0
1981,2013,3,NOTINV,20.0,0.0,20.0,0.0,0.0,0.0,75721.02
438,2013,3,NOTINV,100.0,0.0,100.0,0.0,0.0,0.0,368920.0
534,2013,3,STONOTAVA,9.0,0.0,9.0,0.0,0.0,0.0,26536.56
1180,2013,3,OTHE,2.0,0.0,2.0,0.0,0.0,0.0,7864.8
42,2013,3,STONOTAVA,3.21,0.0,3.21,0.0,0.0,0.0,6724.86
1347,2013,3,CREISS,65.1,0.0,65.1,0.0,0.0,0.0,217681.02
1201,2013,3,STONOTAVA,8.17,0.0,8.17,0.0,0.0,0.0,23536.8
160,2013,3,STONOTAVA,2.0,0.0,2.0,0.0,0.0,0.0,7098.48
1043,2013,3,NOTINV,10.0,0.0,10.0,0.0,0.0,0.0,36549.0
2438,2013,3,STONOTAVA,31.29,0.0,31.29,0.0,0.0,0.0,90234.76
395,2013,3,STONOTAVA,12.06,0.0,12.06,0.0,0.0,0.0,43507.68
2462,2013,3,STONOTAVA,21.53,0.0,21.53,0.0,0.0,0.0,72124.6
1857,2013,3,OTHE,1.0,0.0,1.0,0.0,0.0,0.0,3353.76
2363,2013,3,STONOTAVA,4.0,0.0,4.0,0.0,0.0,0.0,10586.88
1170,2013,3,STONOTAVA,16.18,0.0,16.18,0.0,0.0,0.0,43571.68
1692,2013,3,NOTINV,12.04,0.0,12.04,0.0,0.0,0.0,67787.0
43,2013,3,CREISS,41.09,0.0,41.09,0.0,0.0,0.0,179241.6
536,2013,3,CREISS,226.0,0.0,226.0,0.0,0.0,0.0,700833.86
31,2013,3,CREISS,6.27,0.0,6.27,0.0,0.0,0.0,24082.71
429,2013,3,CREISS,5.0,0.0,5.0,0.0,0.0,0.0,11493.0
147,2013,3,NOTINV,20.0,0.0,20.0,0.0,0.0,0.0,76465.56
2460,2013,3,CREISS,36.0,0.0,36.0,0.0,0.0,0.0,82191.29
277,2013,3,CREISS,142.89,0.0,142.89,0.0,0.0,0.0,492375.87
1437,2013,3,CREISS,112.92,0.0,112.92,0.0,0.0,0.0,397821.04
2480,2013,3,CREISS,502.69,0.0,502.69,0.0,0.0,0.0,1510978.63
433,2013,3,OTHE,5.0,0.0,5.0,0.0,0.0,0.0,56206.8
798,2013,3,STONOTAVA,30.2,0.0,30.2,0.0,0.0,0.0,118022.11
1272,2013,3,STONOTAVA,25.9,0.0,25.9,0.0,0.0,0.0,136982.5
233,2013,3,NOTINV,6.0,0.0,6.0,0.0,0.0,0.0,21482.28
2224,2013,3,NOTINV,24.77,0.0,24.77,0.0,0.0,0.0,96002.86
2343,2013,3,CREISS,74.38,0.0,74.38,0.0,0.0,0.0,335298.84
2337,2013,3,STONOTAVA,2.14,0.0,2.14,0.0,0.0,0.0,9146.13
460,2013,3,NOTINV,43.25,0.0,43.25,0.0,0.0,0.0,119881.94
2453,2013,3,STONOTAVA,39.0,0.0,39.0,0.0,0.0,0.0,116329.28
104,2013,3,CREISS,8.0,0.0,8.0,0.0,0.0,0.0,16208.0
422,2013,3,CREISS,35.0,0.0,35.0,0.0,0.0,0.0,152311.54
653,2013,3,STONOTAVA,34.37,0.0,34.37,0.0,0.0,0.0,103256.5
1960,2013,3,CREISS,86.0,0.0,86.0,0.0,0.0,0.0,314269.3
2306,2013,3,CREISS,66.31,0.0,66.31,0.0,0.0,0.0,207573.02
2348,2013,3,CREISS,313.3,0.0,313.3,0.0,0.0,0.0,1179849.72
45,2013,3,STONOTAVA,4.71,0.0,4.71,0.0,0.0,0.0,20928.96
1068,2013,3,CREISS,17.0,0.0,17.0,0.0,0.0,0.0,49421.76
340,2013,3,STONOTAVA,1.0,0.0,1.0,0.0,0.0,0.0,3035.52
2480,2013,3,OTHE,2.0,0.0,2.0,0.0,0.0,0.0,5283.6
601,2013,3,CREISS,27.0,0.0,27.0,0.0,0.0,0.0,108690.0
1822,2013,3,CREISS,19.0,0.0,19.0,0.0,0.0,0.0,73121.28
2329,2013,3,CREISS,291.24,0.0,291.24,0.0,0.0,0.0,709976.36
354,2013,3,STONOTAVA,1.12,0.0,1.12,0.0,0.0,0.0,4901.44
1738,2013,3,CREISS,1.0,0.0,1.0,0.0,0.0,0.0,2135.52
335,2013,3,STONOTAVA,15.04,0.0,15.04,0.0,0.0,0.0,55249.64
194,2013,3,NOTINV,20.0,0.0,20.0,0.0,0.0,0.0,156223.2
1006,2013,3,NOTINV,29.0,0.0,29.0,0.0,0.0,0.0,167434.86
144,2013,3,STONOTAVA,73.0,0.0,73.0,0.0,0.0,0.0,267163.64
1205,2013,3,CREISS,110.0,0.0,110.0,0.0,0.0,0.0,245231.62
2416,2013,3,OTHE,2.87,0.0,2.87,0.0,0.0,0.0,11710.38
554,2013,3,STONOTAVA,50.0,0.0,50.0,0.0,0.0,0.0,153432.5
238,2013,3,STONOTAVA,6.05,0.0,6.05,0.0,0.0,0.0,19425.92
2425,2013,3,STONOTAVA,3.0,0.0,3.0,0.0,0.0,0.0,9414.72
1499,2013,3,OTHE,2.0,0.0,2.0,0.0,0.0,0.0,7143.0
285,2013,3,STONOTAVA,15.5,0.0,15.5,0.0,0.0,0.0,46251.88
2505,2013,3,NOTINV,20.0,0.0,20.0,0.0,0.0,0.0,70305.6
421,2013,3,NOTINV,10.0,0.0,10.0,0.0,0.0,0.0,26111.6
75,2013,3,STONOTAVA,11.0,0.0,11.0,0.0,0.0,0.0,32232.66
1936,2013,3,NOTINV,5.0,0.0,5.0,0.0,0.0,0.0,21991.5
2222,2013,3,OTHE,9.0,0.0,9.0,0.0,0.0,0.0,38095.2
334,2013,3,NOTINV,3.0,0.0,3.0,0.0,0.0,0.0,8493.92
74,2013,3,MOQNOTMET,13.0,0.0,13.0,0.0,0.0,0.0,31522.2
2403,2013,3,STONOTAVA,7.0,0.0,7.0,0.0,0.0,0.0,22661.64
1193,2013,3,STONOTAVA,13.19,0.0,13.19,0.0,0.0,0.0,43360.04
65,2013,3,NOTINV,5.0,0.0,5.0,0.0,0.0,0.0,26910.12
2459,2013,3,NOTINV,12.0,0.0,12.0,0.0,0.0,0.0,45630.0
276,2013,3,STONOTAVA,6.0,0.0,6.0,0.0,0.0,0.0,16416.0
2396,2013,3,OTHE,0.8,0.0,0.8,0.0,0.0,0.0,2858.88
2387,2013,3,OTHE,0.29,0.0,0.29,0.0,0.0,0.0,979.02
2304,2013,3,NOTINV,9.0,0.0,9.0,0.0,0.0,0.0,30028.2
166,2013,3,STONOTAVA,9.96,0.0,9.96,0.0,0.0,0.0,32187.92
640,2013,3,NOTINV,8.0,0.0,8.0,0.0,0.0,0.0,20980.66
1986,2013,3,STONOTAVA,73.24,0.0,73.24,0.0,0.0,0.0,273967.04
2367,2013,3,STONOTAVA,8.25,0.0,8.25,0.0,0.0,0.0,24841.87
1877,2013,3,STONOTAVA,32.0,0.0,32.0,0.0,0.0,0.0,107499.24
167,2013,3,STONOTAVA,23.68,0.0,23.68,0.0,0.0,0.0,92315.18
1823,2013,3,NOTINV,6.0,0.0,6.0,0.0,0.0,0.0,15719.2
2355,2013,3,CREISS,72.0,0.0,72.0,0.0,0.0,0.0,172757.6
1021,2013,3,OTHE,1.96,0.0,1.96,0.0,0.0,0.0,6451.78
547,2013,3,STONOTAVA,6.06,0.0,6.06,0.0,0.0,0.0,23921.8
123,2013,3,NOTINV,7.0,0.0,7.0,0.0,0.0,0.0,17175.2
1284,2013,3,NOTINV,10.0,0.0,10.0,0.0,0.0,0.0,44147.36
1766,2013,3,STONOTAVA,52.63,0.0,52.63,0.0,0.0,0.0,212587.46
1888,2013,3,NOTINV,688.0,0.0,688.0,0.0,0.0,0.0,1631266.56
2333,2013,3,STONOTAVA,1.33,0.0,1.33,0.0,0.0,0.0,5119.26
2373,2013,3,CREISS,70.08,0.0,70.08,0.0,0.0,0.0,231912.7
2395,2013,3,NOTINV,12.42,0.0,12.42,0.0,0.0,0.0,35433.79
1715,2013,3,CREISS,80.74,0.0,80.74,0.0,0.0,0.0,339825.06
1147,2013,3,STONOTAVA,5.0,0.0,5.0,0.0,0.0,0.0,17487.68
1359,2013,3,STONOTAVA,60.5,0.0,60.5,0.0,0.0,0.0,207981.64
1812,2013,3,STONOTAVA,280.97,0.0,280.97,0.0,0.0,0.0,1005188.22
627,2013,3,MOQNOTMET,10.0,0.0,10.0,0.0,0.0,0.0,24005.04
2449,2013,3,STONOTAVA,107.98,0.0,107.98,0.0,0.0,0.0,430242.31
2393,2013,3,OTHE,2.0,0.0,2.0,0.0,0.0,0.0,6321.6
999,2013,3,NOTINV,6.0,0.0,6.0,0.0,0.0,0.0,17515.52
1752,2013,3,STONOTAVA,11.0,0.0,11.0,0.0,0.0,0.0,15951.0
2147,2013,3,STONOTAVA,8.0,0.0,8.0,0.0,0.0,0.0,20038.2
2229,2013,3,STONOTAVA,12.6,0.0,12.6,0.0,0.0,0.0,45441.92
1803,2013,3,NOTINV,48.0,0.0,48.0,0.0,0.0,0.0,171958.56
1641,2013,3,STONOTAVA,2.0,0.0,2.0,0.0,0.0,0.0,5491.2
1646,2013,3,STONOTAVA,4.22,0.0,4.22,0.0,0.0,0.0,16210.56
62,2013,3,NOTINV,21.0,0.0,21.0,0.0,0.0,0.0,46241.12
1651,2013,3,STONOTAVA,5.0,0.0,5.0,0.0,0.0,0.0,12797.28
544,2013,3,NOTINV,259.0,0.0,259.0,0.0,0.0,0.0,948935.12
1482,2013,3,STONOTAVA,22.13,0.0,22.13,0.0,0.0,0.0,70571.04
267,2013,3,STONOTAVA,29.06,0.0,29.06,0.0,0.0,0.0,103544.13
542,2013,3,STONOTAVA,10.0,0.0,10.0,0.0,0.0,0.0,37878.76
2217,2013,3,NOTINV,5.0,0.0,5.0,0.0,0.0,0.0,10291.0
1656,2013,3,STONOTAVA,6.44,0.0,6.44,0.0,0.0,0.0,18471.12
1413,2013,3,STONOTAVA,17.62,0.0,17.62,0.0,0.0,0.0,63667.34
2228,2013,3,OTHE,3.0,0.0,3.0,0.0,0.0,0.0,10579.14
2511,2013,3,OTHE,1.0,0.0,1.0,0.0,0.0,0.0,2341.56
2495,2013,3,STONOTAVA,5.0,0.0,5.0,0.0,0.0,0.0,24466.0
1449,2013,3,STONOTAVA,27.08,0.0,27.08,0.0,0.0,0.0,87462.78
475,2013,3,STONOTAVA,28.42,0.0,28.42,0.0,0.0,0.0,94119.76
2507,2013,3,CREISS,49.41,0.0,49.41,0.0,0.0,0.0,154138.51
1321,2013,3,NOTINV,1.0,0.0,1.0,0.0,0.0,0.0,4725.9
1779,2013,3,NOTINV,5.0,0.0,5.0,0.0,0.0,0.0,23841.0
263,2013,3,STONOTAVA,8.6,0.0,8.6,0.0,0.0,0.0,26997.35
55,2013,3,OTHE,25.0,0.0,25.0,0.0,0.0,0.0,112064.5
1357,2013,3,STONOTAVA,2.6,0.0,2.6,0.0,0.0,0.0,9402.72
292,2013,3,STONOTAVA,5.0,0.0,5.0,0.0,0.0,0.0,18142.32
1171,2013,3,CREISS,113.33,0.0,113.33,0.0,0.0,0.0,376849.98
1997,2013,3,NOTINV,200.0,0.0,200.0,0.0,0.0,0.0,571040.0
1439,2013,3,NOTINV,1.0,0.0,1.0,0.0,0.0,0.0,8347.68
2148,2013,3,STONOTAVA,4.0,0.0,4.0,0.0,0.0,0.0,14934.3
747,2013,3,STONOTAVA,14.17,0.0,14.17,0.0,0.0,0.0,75625.02
135,2013,3,NOTINV,5.0,0.0,5.0,0.0,0.0,0.0,23863.5
138,2013,3,NOTINV,7.0,0.0,7.0,0.0,0.0,0.0,33358.5
768,2013,3,STONOTAVA,20.7,0.0,20.7,0.0,0.0,0.0,76521.52
2287,2013,3,CREISS,11.67,0.0,11.67,0.0,0.0,0.0,146291.6
638,2013,3,NOTINV,18.88,0.0,18.88,0.0,0.0,0.0,51297.12
1419,2013,3,CREISS,37.0,0.0,37.0,0.0,0.0,0.0,120886.52
1098,2013,3,STONOTAVA,6.4,0.0,6.4,0.0,0.0,0.0,35728.91
556,2013,3,STONOTAVA,3.08,0.0,3.08,0.0,0.0,0.0,9689.9
1393,2013,3,CREISS,18.0,0.0,18.0,0.0,0.0,0.0,45472.32
24,2013,3,CREISS,48.22,0.0,48.22,0.0,0.0,0.0,166725.28
